#         City         x            y
           1            0.8              0
          32      0.0534795       0.133804
           5      0.0860072       0.705029
          13       0.193293       0.233157
          15        0.49426       0.479138
          33       0.111777       0.713423
          31      0.0179424       0.813285
           8      0.0211376       0.776048
          14       0.756047       0.493226
          22       0.369351       0.686006
          18       0.580468       0.616809
           7       0.836567       0.371496
           4       0.571835       0.477115
          27       0.453507      0.0527608
          24      0.0982145        0.67838
          23       0.213852       0.651955
          17       0.584917       0.471797
          12       0.754654      0.0646429
           9       0.572439       0.168325
          20       0.754052       0.931865
          34       0.399022       0.985475
           6       0.905484       0.656019
          16       0.239268       0.257893
          30       0.939875       0.918855
           3       0.331166       0.729649
          21       0.024284       0.501858
          19       0.159259      0.0839539
          28       0.970267       0.765764
          26       0.840005       0.577269
          29        0.99461        0.22611
          10       0.545858       0.279233
           2       0.169918       0.122649
          11       0.583179      0.0173017
          25       0.680137        0.12096
