#      BLOCK:    DISTANCE:    ACTUAL_GOFR:   AVE_GOFR:    ERROR:
           6     2.23152      1.0889     1.09137  0.00428671
           6     2.25717     1.06355     1.06267  0.00379669
           6     2.28282        1.04     1.03891  0.00294769
           6     2.30847     1.01482     1.01257  0.00163271
           6     2.33412    0.979387    0.985278  0.00340773
           6     2.35977    0.961885     0.96527  0.00170381
           6     2.38542    0.955405    0.951289  0.00359844
           6     2.41107    0.935378    0.931572  0.00272361
           6     2.43672    0.923982    0.915037  0.00262749
           6     2.46237    0.915142    0.910177  0.00170404
           6     2.48802    0.898762    0.893121  0.00175554
           6     2.51366    0.889776    0.888163  0.00219277
           6     2.53931    0.887428    0.888858  0.00262013
           7           0           0           0           0
           7   0.0256496           0           0           0
           7   0.0512993           0           0           0
           7   0.0769489           0           0           0
           7    0.102599           0           0           0
           7    0.128248           0           0           0
           7    0.153898           0           0           0
           7    0.179547           0           0           0
           7    0.205197           0           0           0
           7    0.230847           0           0           0
           7    0.256496           0           0           0
           7    0.282146           0           0           0
           7    0.307796           0           0           0
           7    0.333445           0           0           0
           7    0.359095           0           0           0
           7    0.384745           0           0           0
           7    0.410394           0           0           0
           7    0.436044           0           0           0
           7    0.461694           0           0           0
           7    0.487343           0           0           0
           7    0.512993           0           0           0
           7    0.538642           0           0           0
           7    0.564292           0           0           0
           7    0.589942           0           0           0
           7    0.615591           0           0           0
           7    0.641241           0           0           0
           7    0.666891           0           0           0
           7     0.69254           0           0           0
           7     0.71819           0           0           0
           7     0.74384           0           0           0
           7    0.769489           0           0           0
           7    0.795139           0           0           0
           7    0.820788           0           0           0
           7    0.846438           0           0           0
           7    0.872088  0.00119217 0.000982556 0.000156897
           7    0.897737   0.0221726   0.0251298  0.00136637
           7    0.923387    0.159029    0.164038  0.00325643
           7    0.949037    0.563522     0.55749  0.00612027
           7    0.974686     1.19474     1.20607  0.00978002
           7     1.00034     1.82104     1.85177  0.00972147
           7     1.02599     2.32736     2.34365  0.00853987
           7     1.05164     2.53123     2.54599  0.00930796
           7     1.07728     2.55632     2.54445  0.00507862
           7     1.10293     2.37565     2.40585  0.00523648
           7     1.12858     2.21623     2.19713   0.0104576
           7     1.15423     1.98539      1.9767   0.0084415
           7     1.17988     1.76527     1.75108  0.00905942
           7     1.20553     1.54156     1.55338  0.00455504
           7     1.23118     1.42612     1.40263  0.00694184
           7     1.25683     1.25958     1.25249  0.00272211
           7     1.28248     1.14093     1.13399  0.00312112
           7     1.30813     1.02833     1.03002  0.00506728
