x,y,z,r
2.15603,-1.97083,2.8198,4.06004
2.15603,-1.97083,2.8198,4.06004
2.15603,-1.97083,2.8198,4.06004
2.15603,-1.97083,2.8198,4.06004
3.17981,-0.698382,3.50708,4.78524
2.61314,0.438032,3.11394,4.08864
2.61314,0.438032,3.11394,4.08864
2.29695,1.13078,2.49382,3.57404
2.32836,1.8526,3.49854,4.59273
2.32836,1.8526,3.49854,4.59273
2.32836,1.8526,3.49854,4.59273
2.32836,1.8526,3.49854,4.59273
2.32836,1.8526,3.49854,4.59273
2.32836,1.8526,3.49854,4.59273
2.32836,1.8526,3.49854,4.59273
0.773782,3.83707,-1.61816,4.2356
0.773782,3.83707,-1.61816,4.2356
3.30367,5.2618,-2.64341,6.75192
3.30367,5.2618,-2.64341,6.75192
5.13832,2.72215,-6.86568,8.99723
5.13832,2.72215,-6.86568,8.99723
4.08608,0.190622,-6.28485,7.49878
3.22318,1.31413,-5.5373,6.54045
4.87524,-0.0521293,-6.9682,8.5045
4.87524,-0.0521293,-6.9682,8.5045
4.07435,-3.1421,-6.46439,8.26206
5.06745,-3.14839,-5.31366,7.98914
4.36651,-4.05521,-4.44411,7.43379
4.36651,-4.05521,-4.44411,7.43379
4.36651,-4.05521,-4.44411,7.43379
4.36651,-4.05521,-4.44411,7.43379
3.61031,0.780073,-2.59653,4.51496
3.69392,1.96935,-5.14996,6.63668
2.68927,2.08056,-5.02569,6.06782
2.68927,2.08056,-5.02569,6.06782
3.31056,1.26287,-5.40666,6.46425
1.77043,-0.912929,-5.59887,5.94266
-0.633704,-0.495175,-5.79406,5.84961
0.33293,-1.5232,-6.27399,6.46482
1.74064,-0.335418,-7.0405,7.26024
1.75026,0.90386,-4.01344,4.4708
1.75026,0.90386,-4.01344,4.4708
1.75026,0.90386,-4.01344,4.4708
1.75026,0.90386,-4.01344,4.4708
0.100018,1.95803,-1.53464,2.48978
-1.29425,-3.06222,-3.32954,4.70511
-1.29425,-3.06222,-3.32954,4.70511
-1.29425,-3.06222,-3.32954,4.70511
-0.263404,-2.98776,-3.00438,4.24527
-0.263404,-2.98776,-3.00438,4.24527
-0.263404,-2.98776,-3.00438,4.24527
-0.263404,-2.98776,-3.00438,4.24527
-2.56767,-2.35502,-5.452,6.47019
-2.56767,-2.35502,-5.452,6.47019
-3.93576,0.631987,-3.53067,5.32496
-4.5509,-0.189027,-4.40957,6.33962
-4.5509,-0.189027,-4.40957,6.33962
-5.28016,-3.17762,-4.09825,7.40088
-5.28016,-3.17762,-4.09825,7.40088
-4.87247,-2.64824,-3.48477,6.54964
-3.27842,-2.19394,-3.97973,5.60354
-3.27718,1.28821,-4.69532,5.86902
-1.40772,1.80183,-6.0725,6.48872
-1.40772,1.80183,-6.0725,6.48872
-1.36093,1.76664,-7.55317,7.8755
0.902807,5.08545,-6.72016,8.47569
1.90029,3.93925,-5.00907,6.64978
4.00321,5.3727,-5.09588,8.41782
4.00321,5.3727,-5.09588,8.41782
4.00321,5.3727,-5.09588,8.41782
5.01633,3.05417,-2.90448,6.55191
4.60117,1.73709,-5.78842,7.59566
7.26369,0.99498,-6.20303,9.60358
7.26369,0.99498,-6.20303,9.60358
8.11272,4.05221,-7.59687,11.83
8.11272,4.05221,-7.59687,11.83
5.27517,4.48995,-8.20528,10.7384
6.22528,6.1116,-5.80836,10.4806
5.42108,2.6672,-5.77635,8.35872
5.42108,2.6672,-5.77635,8.35872
8.04175,4.68013,-3.75089,10.0321
7.89096,7.13737,-2.82499,11.0086
7.89096,7.13737,-2.82499,11.0086
7.84922,9.07417,-4.43359,12.7909
8.81271,10.1889,-6.22629,14.8406
10.7155,8.18204,-5.82446,14.6865
10.7155,8.18204,-5.82446,14.6865
11.6256,7.64494,-4.43786,14.6046
12.3057,5.02335,-5.72187,14.4708
11.3544,3.60663,-5.26787,13.0262
8.93582,7.19654,-4.92754,12.4868
8.93582,7.19654,-4.92754,12.4868
8.93582,7.19654,-4.92754,12.4868
8.93582,7.19654,-4.92754,12.4868
8.93582,7.19654,-4.92754,12.4868
7.23457,6.37023,-4.52799,10.65
7.23457,6.37023,-4.52799,10.65
5.64953,4.3174,-3.75229,8.0397
5.64953,4.3174,-3.75229,8.0397
3.58207,4.73323,-7.26057,9.3782
4.64943,2.84785,-6.52294,8.50154
4.64943,2.84785,-6.52294,8.50154
4.64943,2.84785,-6.52294,8.50154
4.64943,2.84785,-6.52294,8.50154
4.64943,2.84785,-6.52294,8.50154
4.83078,4.96945,-5.76768,9.01653
4.83078,4.96945,-5.76768,9.01653
6.16939,2.72007,-4.32945,8.01276
6.16939,2.72007,-4.32945,8.01276
6.16939,2.72007,-4.32945,8.01276
4.89455,0.303104,-7.40934,8.8852
3.43433,-1.18297,-7.17911,8.04572
4.21152,0.104203,-4.9982,6.5368
4.21152,0.104203,-4.9982,6.5368
4.21152,0.104203,-4.9982,6.5368
2.07788,1.10583,-5.71856,6.18405
2.07788,1.10583,-5.71856,6.18405
2.07788,1.10583,-5.71856,6.18405
2.07788,1.10583,-5.71856,6.18405
3.80335,1.18832,-6.13932,7.31907
3.80335,1.18832,-6.13932,7.31907
5.06926,2.61088,-6.21738,8.43623
3.39744,3.83164,-6.35832,8.16408
1.2565,5.272,-6.42802,8.40787
-0.893447,5.1908,-4.10477,6.67771
-3.27017,6.52066,-3.80707,8.22841
-3.27017,6.52066,-3.80707,8.22841
-3.27017,6.52066,-3.80707,8.22841
-0.42476,5.92451,-3.17406,6.7346
-0.42476,5.92451,-3.17406,6.7346
1.78787,1.49699,-3.75439,4.4196
1.78787,1.49699,-3.75439,4.4196
1.78787,1.49699,-3.75439,4.4196
1.78787,1.49699,-3.75439,4.4196
3.53575,1.77809,-3.07843,5.01396
3.79557,0.585895,-4.97757,6.28696
3.06582,-2.55708,-4.9719,6.37634
3.06582,-2.55708,-4.9719,6.37634
3.32423,-3.55762,-4.6331,6.72107
1.93313,-3.88805,-3.64502,5.66922
1.93313,-3.88805,-3.64502,5.66922
1.93313,-3.88805,-3.64502,5.66922
0.379493,-2.41526,-5.07977,5.63751
-0.723106,0.760623,-4.81065,4.9238
0.00427004,-2.25475,-3.01439,3.76437
0.00427004,-2.25475,-3.01439,3.76437
0.00427004,-2.25475,-3.01439,3.76437
1.3792,-0.545642,-1.87263,2.38886
1.74211,0.583343,-1.3251,2.2652
1.74211,0.583343,-1.3251,2.2652
1.74211,0.583343,-1.3251,2.2652
1.74211,0.583343,-1.3251,2.2652
0.355192,1.0701,1.74301,2.0759
-0.156281,1.71811,-1.48134,2.27391
-0.156281,1.71811,-1.48134,2.27391
-0.156281,1.71811,-1.48134,2.27391
-0.156281,1.71811,-1.48134,2.27391
-0.156281,1.71811,-1.48134,2.27391
-2.07047,1.17466,-3.14943,3.94786
-0.119354,1.54144,-1.98848,2.51879
0.503625,-1.29522,-1.66946,2.17217
0.503625,-1.29522,-1.66946,2.17217
0.503625,-1.29522,-1.66946,2.17217
-1.07353,-0.511905,-2.35708,2.64014
-1.07353,-0.511905,-2.35708,2.64014
-1.54228,-0.724111,2.80857,3.28497
-1.2319,-1.24714,3.07041,3.53559
1.15148,0.679085,2.59091,2.91546
1.15148,0.679085,2.59091,2.91546
1.15148,0.679085,2.59091,2.91546
1.15148,0.679085,2.59091,2.91546
1.15148,0.679085,2.59091,2.91546
1.15148,0.679085,2.59091,2.91546
1.46486,0.462363,3.00046,3.37081
2.2186,1.147,1.57034,2.95022
2.2186,1.147,1.57034,2.95022
2.2186,1.147,1.57034,2.95022
2.2186,1.147,1.57034,2.95022
2.2186,1.147,1.57034,2.95022
2.2186,1.147,1.57034,2.95022
1.23155,2.75076,2.08191,3.66303
0.722135,2.19199,2.43953,3.35822
0.722135,2.19199,2.43953,3.35822
0.722135,2.19199,2.43953,3.35822
0.722135,2.19199,2.43953,3.35822
0.722135,2.19199,2.43953,3.35822
1.18576,2.93128,2.1446,3.8207
1.18576,2.93128,2.1446,3.8207
1.89271,1.97738,1.49903,3.12081
3.09516,2.56426,-2.23743,4.60016
3.09516,2.56426,-2.23743,4.60016
0.251279,2.35142,-0.798314,2.49592
0.835305,2.92736,-1.5284,3.40635
0.835305,2.92736,-1.5284,3.40635
0.835305,2.92736,-1.5284,3.40635
0.835305,2.92736,-1.5284,3.40635
0.835305,2.92736,-1.5284,3.40635
1.5159,1.03852,5.1179,5.43777
-0.691651,-0.294278,6.02861,6.07529
-0.691651,-0.294278,6.02861,6.07529
-1.49609,0.347867,4.5467,4.79915
-3.71685,0.542196,4.0574,5.52914
-3.71685,0.542196,4.0574,5.52914
-0.751111,4.57396,5.42945,7.13892
-2.94691,3.30941,3.82314,5.8526
0.597889,3.14317,4.20903,5.28705
0.597889,3.14317,4.20903,5.28705
0.597889,3.14317,4.20903,5.28705
-0.781636,4.9235,1.61462,5.24011
0.33773,3.57759,1.02501,3.73683
0.153641,3.14115,0.970415,3.29122
0.153641,3.14115,0.970415,3.29122
0.304551,2.81852,1.36851,3.14796
0.304551,2.81852,1.36851,3.14796
0.304551,2.81852,1.36851,3.14796
-3.66641,0.237881,3.80501,5.28935
-3.66641,0.237881,3.80501,5.28935
-3.66641,0.237881,3.80501,5.28935
0.198531,0.313954,5.47581,5.48839
0.198531,0.313954,5.47581,5.48839
-4.03282,0.542136,3.90417,5.63915
-5.32902,2.54956,3.48833,6.86055
-5.32902,2.54956,3.48833,6.86055
-5.32902,2.54956,3.48833,6.86055
-5.32902,2.54956,3.48833,6.86055
-5.93399,2.20367,3.26234,7.12118
-4.45153,3.30919,5.01299,7.47643
-4.45153,3.30919,5.01299,7.47643
-4.45153,3.30919,5.01299,7.47643
-2.67827,0.548041,3.65586,4.56496
-1.952,1.07045,1.31442,2.58532
-1.25683,4.28049,2.13844,4.94724
-1.25683,4.28049,2.13844,4.94724
-2.25865,3.98758,2.05874,5.02401
-2.25865,3.98758,2.05874,5.02401
-2.86503,2.49696,1.56452,4.10986
-2.5394,1.49874,1.5821,3.34631
0.0413836,1.40991,2.29291,2.69202
-1.41581,-0.140433,3.41086,3.6957
-1.41581,-0.140433,3.41086,3.6957
-1.41581,-0.140433,3.41086,3.6957
-0.282963,0.635238,4.87012,4.91952
-1.16292,-5.00525,5.28252,7.36952
-0.595972,-2.12024,3.82598,4.4146
2.19679,-3.07501,4.09646,5.57338
2.19679,-3.07501,4.09646,5.57338
2.19679,-3.07501,4.09646,5.57338
2.19679,-3.07501,4.09646,5.57338
2.19679,-3.07501,4.09646,5.57338
2.19679,-3.07501,4.09646,5.57338
3.67279,-2.11957,5.08532,6.62136
3.09654,-3.8209,4.8682,6.92006
2.57806,-3.91377,7.0585,8.47269
-0.15623,-4.02818,6.20451,7.39909
-0.15623,-4.02818,6.20451,7.39909
-0.15623,-4.02818,6.20451,7.39909
-0.728769,-4.33991,6.05156,7.48247
-0.728769,-4.33991,6.05156,7.48247
-0.728769,-4.33991,6.05156,7.48247
-0.728769,-4.33991,6.05156,7.48247
-0.978026,-3.20316,4.449,5.5687
-0.640263,-2.60949,3.32499,4.27492
1.27617,0.261807,1.32293,1.85669
1.5753,-0.773918,1.39047,2.23918
1.5753,-0.773918,1.39047,2.23918
1.5753,-0.773918,1.39047,2.23918
1.5753,-0.773918,1.39047,2.23918
1.5753,-0.773918,1.39047,2.23918
0.438793,-0.727477,-2.46919,2.61126
-0.181225,-1.22881,-2.34073,2.64987
1.52141,1.0091,-1.0321,2.09719
1.50504,-0.312659,-1.78032,2.35211
1.50504,-0.312659,-1.78032,2.35211
1.50504,-0.312659,-1.78032,2.35211
-1.65837,-0.139184,-2.38872,2.91128
-1.65837,-0.139184,-2.38872,2.91128
-1.65837,-0.139184,-2.38872,2.91128
-1.65837,-0.139184,-2.38872,2.91128
2.2694,1.24322,-3.04886,3.99892
1.42716,1.17287,-4.16659,4.55772
1.42716,1.17287,-4.16659,4.55772
-0.486426,0.333666,-6.19442,6.22245
-0.486426,0.333666,-6.19442,6.22245
-0.82207,0.344574,-4.63668,4.72158
-0.82207,0.344574,-4.63668,4.72158
-0.82207,0.344574,-4.63668,4.72158
-0.82207,0.344574,-4.63668,4.72158
-0.82207,0.344574,-4.63668,4.72158
0.644945,0.840885,-4.82757,4.94252
2.42875,-3.5968,-4.50631,6.25641
2.42875,-3.5968,-4.50631,6.25641
0.208809,-4.49758,-3.8877,5.94861
1.31569,-3.80788,-5.36146,6.70643
0.323286,-4.562,-3.23971,5.60464
0.323286,-4.562,-3.23971,5.60464
0.323286,-4.562,-3.23971,5.60464
0.323286,-4.562,-3.23971,5.60464
0.323286,-4.562,-3.23971,5.60464
2.66832,-1.27988,-4.68465,5.54111
2.27093,-2.05919,-1.34927,3.34932
2.27093,-2.05919,-1.34927,3.34932
2.27093,-2.05919,-1.34927,3.34932
2.27093,-2.05919,-1.34927,3.34932
3.91812,-3.0209,1.93435,5.31218
2.89181,-2.07424,2.40964,4.29783
0.154536,-2.14758,6.06403,6.43494
2.86394,-1.70073,5.02783,6.03106
2.86394,-1.70073,5.02783,6.03106
2.11341,-4.65121,1.53789,5.33529
0.100004,-3.86506,-1.11582,4.02415
0.573154,-3.03257,-0.709675,3.1668
0.573154,-3.03257,-0.709675,3.1668
1.25204,-2.71269,-2.02099,3.60703
-0.664475,-2.33681,-1.46148,2.83516
-0.664475,-2.33681,-1.46148,2.83516
-0.664475,-2.33681,-1.46148,2.83516
-0.664475,-2.33681,-1.46148,2.83516
-0.664475,-2.33681,-1.46148,2.83516
0.453816,-3.59032,-2.35717,4.31887
1.55994,0.220174,-3.34677,3.69903
3.42478,1.11739,-4.08318,5.44519
3.42478,1.11739,-4.08318,5.44519
4.02877,-0.899046,-4.46531,6.08097
2.48483,-2.24573,-3.60079,4.91766
-0.483292,-1.09542,-5.77845,5.90119
-0.483292,-1.09542,-5.77845,5.90119
1.45371,1.77287,-5.14156,5.62956
1.45371,1.77287,-5.14156,5.62956
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-0.679674,-0.0246816,-5.934,5.97285
-2.85605,-0.248308,-5.30504,6.0301
-2.85605,-0.248308,-5.30504,6.0301
-2.85605,-0.248308,-5.30504,6.0301
-1.06974,1.8823,-5.09921,5.5398
-1.06974,1.8823,-5.09921,5.5398
-2.58592,2.71017,-7.10631,8.03316
-0.974887,2.87707,-5.17105,5.99731
-1.80901,2.38619,-4.0018,4.99808
-1.80901,2.38619,-4.0018,4.99808
-1.80901,2.38619,-4.0018,4.99808
-1.35552,0.586774,-5.87997,6.06266
-3.07913,2.53597,-5.68997,6.94895
-3.07913,2.53597,-5.68997,6.94895
-3.68024,2.52609,-4.95443,6.66871
-1.25817,3.18917,-6.74179,7.56343
-0.587536,3.31364,-5.40334,6.36564
-2.26412,3.15467,-4.23665,5.74695
-1.01407,2.29157,-4.33226,5.00481
-0.334559,0.188977,-0.21108,0.438402
2.24411,-0.991096,2.29247,3.35764
2.24411,-0.991096,2.29247,3.35764
2.24411,-0.991096,2.29247,3.35764
0.31637,0.336643,1.37847,1.45382
0.31637,0.336643,1.37847,1.45382
-0.335403,-0.151165,4.17612,4.1923
-0.901005,3.42905,3.92339,5.28802
0.228151,3.40811,4.75614,5.85561
0.228151,3.40811,4.75614,5.85561
2.74345,2.97319,5.64264,6.94304
2.74345,2.97319,5.64264,6.94304
4.66142,1.49491,6.01354,7.75411
4.09381,1.29804,5.13926,6.69747
4.09381,1.29804,5.13926,6.69747
3.91623,1.58092,2.19075,4.75769
3.91623,1.58092,2.19075,4.75769
3.91623,1.58092,2.19075,4.75769
3.91623,1.58092,2.19075,4.75769
3.91623,1.58092,2.19075,4.75769
2.99658,3.01773,1.62149,4.55142
1.31645,2.44833,-0.974025,2.94552
3.81473,2.35497,-0.85202,4.56333
4.55802,4.0059,-1.12987,6.17247
4.55802,4.0059,-1.12987,6.17247
0.33182,2.88542,-3.72942,4.72698
0.33182,2.88542,-3.72942,4.72698
0.33182,2.88542,-3.72942,4.72698
0.33182,2.88542,-3.72942,4.72698
1.5892,2.64937,-4.34146,5.32851
-0.490777,1.66883,-5.53422,5.80116
-0.490777,1.66883,-5.53422,5.80116
-0.490777,1.66883,-5.53422,5.80116
-0.490777,1.66883,-5.53422,5.80116
-2.12057,-0.23597,-5.05042,5.48263
-2.12057,-0.23597,-5.05042,5.48263
-0.643758,-0.085576,-2.6168,2.69618
0.157093,0.298041,-2.24497,2.27011
-0.61384,-0.232594,2.59015,2.67204
-0.776609,1.90525,4.35276,4.81453
-1.03781,0.85176,3.10557,3.38336
-2.24606,2.56573,1.31853,3.65599
-1.37564,2.03011,3.88491,4.59416
-1.59454,1.79099,2.65806,3.57987
-1.59454,1.79099,2.65806,3.57987
-1.59454,1.79099,2.65806,3.57987
-1.59454,1.79099,2.65806,3.57987
-1.59454,1.79099,2.65806,3.57987
-1.59454,1.79099,2.65806,3.57987
-0.776576,0.105618,5.36741,5.42432
0.421902,-0.0909173,3.87876,3.9027
0.421902,-0.0909173,3.87876,3.9027
0.664189,-0.276658,3.00542,3.09034
1.35135,1.64799,3.92813,4.46903
1.35135,1.64799,3.92813,4.46903
1.75762,-0.47054,2.3318,2.95768
1.65719,-0.39313,0.80535,1.88399
1.61252,0.088941,4.91048,5.16923
1.61252,0.088941,4.91048,5.16923
0.652151,0.508469,2.94948,3.06321
0.290952,0.107593,1.30724,1.34355
0.290952,0.107593,1.30724,1.34355
0.290952,0.107593,1.30724,1.34355
0.290952,0.107593,1.30724,1.34355
-0.80971,-0.817193,1.61516,1.98297
-0.80971,-0.817193,1.61516,1.98297
-2.24353,-0.217334,1.44479,2.67733
-2.24353,-0.217334,1.44479,2.67733
-2.24353,-0.217334,1.44479,2.67733
-1.24335,-2.63431,1.25095,3.17024
-1.24335,-2.63431,1.25095,3.17024
-1.24335,-2.63431,1.25095,3.17024
0.995558,-2.38984,-1.47468,2.97945
0.995558,-2.38984,-1.47468,2.97945
0.03164,-2.22877,1.37667,2.61985
0.03164,-2.22877,1.37667,2.61985
-0.929585,-1.27923,3.54056,3.87765
0.563912,-0.582125,4.19193,4.26956
0.563912,-0.582125,4.19193,4.26956
0.973022,4.26817,5.10982,6.72862
1.85876,3.26266,4.56204,5.90865
2.25865,2.58024,4.82072,5.91595
1.84366,2.61273,2.82402,4.2662
0.703906,0.318009,4.2408,4.31057
0.20829,1.86079,4.46197,4.83892
0.20829,1.86079,4.46197,4.83892
0.20829,1.86079,4.46197,4.83892
0.822954,-0.610316,3.31494,3.46967
-1.34616,0.7637,4.17185,4.44969
-1.14666,-0.502469,0.865204,1.5218
-2.1738,-0.423091,3.55859,4.19142
0.493644,-0.840855,6.84154,6.91067
0.104249,-1.1609,6.07276,6.1836
0.104249,-1.1609,6.07276,6.1836
1.13073,0.21197,6.44539,6.54726
1.13073,0.21197,6.44539,6.54726
4.86446,-1.74673,5.15976,7.30323
4.86446,-1.74673,5.15976,7.30323
4.86446,-1.74673,5.15976,7.30323
2.88309,-3.45596,3.13322,5.48388
2.88309,-3.45596,3.13322,5.48388
2.88309,-3.45596,3.13322,5.48388
2.88309,-3.45596,3.13322,5.48388
3.93217,-2.39478,3.81425,5.97875
1.37702,-2.86911,4.93562,5.87268
1.37702,-2.86911,4.93562,5.87268
1.37702,-2.86911,4.93562,5.87268
-0.0383265,0.551333,3.98927,4.02737
-0.0383265,0.551333,3.98927,4.02737
-0.440101,0.717788,4.24063,4.32341
-0.440101,0.717788,4.24063,4.32341
-1.53938,-1.41306,4.78016,5.21692
-1.53938,-1.41306,4.78016,5.21692
-1.79774,0.922492,4.76091,5.17196
-0.0412354,1.64756,4.05939,4.38119
-0.0412354,1.64756,4.05939,4.38119
-0.0412354,1.64756,4.05939,4.38119
-0.0412354,1.64756,4.05939,4.38119
0.81198,-1.27033,1.50216,2.12827
0.81198,-1.27033,1.50216,2.12827
0.81198,-1.27033,1.50216,2.12827
1.41124,1.54997,3.03473,3.68831
2.44275,2.20158,3.80775,5.0312
2.81367,1.06783,3.89112,4.91913
0.823959,3.58577,5.0781,6.27087
-0.523653,3.23163,7.40463,8.09605
-0.523653,3.23163,7.40463,8.09605
-3.11814,0.442153,5.12467,6.01503
-0.617768,1.50705,5.78341,6.00839
-0.617768,1.50705,5.78341,6.00839
0.8681,-0.0883894,3.52687,3.63321
0.8681,-0.0883894,3.52687,3.63321
1.31418,0.482462,3.49397,3.76399
1.31418,0.482462,3.49397,3.76399
0.638565,1.34108,5.28659,5.49129
0.638565,1.34108,5.28659,5.49129
0.638565,1.34108,5.28659,5.49129
2.57483,-0.718266,6.05404,6.61794
-1.13311,-2.0704,6.02152,6.46755
0.343699,-0.728829,5.54941,5.60761
0.343699,-0.728829,5.54941,5.60761
-0.0968729,0.366851,8.51663,8.52508
-0.0968729,0.366851,8.51663,8.52508
-0.0968729,0.366851,8.51663,8.52508
-2.3823,0.68876,8.55362,8.90585
-3.1606,0.246972,6.36219,7.1083
-3.1606,0.246972,6.36219,7.1083
-3.1606,0.246972,6.36219,7.1083
-1.6801,0.921882,6.17783,6.46825
-1.6801,0.921882,6.17783,6.46825
-1.6801,0.921882,6.17783,6.46825
-2.77063,2.34643,4.1919,5.54564
-5.56555,2.00711,3.07086,6.66588
-4.04913,0.538353,-0.856646,4.17362
-5.7823,-2.20386,-2.40897,6.64042
-7.83002,-0.721715,-3.6631,8.67458
-5.28939,-1.04128,-3.81581,6.60472
-6.07945,0.0811211,-2.93032,6.74931
-4.48082,0.817159,-2.54261,5.21635
-4.48082,0.817159,-2.54261,5.21635
-2.08581,2.76306,-6.56318,7.42027
-1.01905,2.6541,-8.03501,8.52315
-0.488331,0.741089,-4.32616,4.41626
0.0922209,0.22573,-3.12322,3.13272
0.0922209,0.22573,-3.12322,3.13272
0.0922209,0.22573,-3.12322,3.13272
0.0922209,0.22573,-3.12322,3.13272
0.0922209,0.22573,-3.12322,3.13272
0.0922209,0.22573,-3.12322,3.13272
0.0922209,0.22573,-3.12322,3.13272
2.04612,-0.100146,-2.77068,3.44577
1.93683,-0.225923,-1.82855,2.67319
1.93683,-0.225923,-1.82855,2.67319
2.17086,0.704053,-2.13018,3.12185
2.17086,0.704053,-2.13018,3.12185
3.42193,1.88166,-1.45581,4.16769
3.42193,1.88166,-1.45581,4.16769
3.42193,1.88166,-1.45581,4.16769
3.42193,1.88166,-1.45581,4.16769
3.42193,1.88166,-1.45581,4.16769
3.42193,1.88166,-1.45581,4.16769
5.21181,3.82308,-3.43009,7.3174
4.68004,3.93226,-6.27761,8.76207
4.68004,3.93226,-6.27761,8.76207
4.68004,3.93226,-6.27761,8.76207
4.68004,3.93226,-6.27761,8.76207
4.68004,3.93226,-6.27761,8.76207
4.68004,3.93226,-6.27761,8.76207
4.36445,2.15596,-6.50281,8.123
4.36445,2.15596,-6.50281,8.123
4.36445,2.15596,-6.50281,8.123
3.52257,-0.374912,-5.4094,6.46612
3.18602,-1.45359,-5.92337,6.88113
3.18602,-1.45359,-5.92337,6.88113
3.18602,-1.45359,-5.92337,6.88113
2.96879,-1.58917,-2.10646,3.97194
2.96879,-1.58917,-2.10646,3.97194
1.77898,-0.651024,-3.06879,3.6064
1.31875,-0.636011,-1.43461,2.04981
1.31875,-0.636011,-1.43461,2.04981
-0.892519,-0.0982291,-3.55944,3.67095
-0.892519,-0.0982291,-3.55944,3.67095
-0.892519,-0.0982291,-3.55944,3.67095
-3.30436,0.785527,-1.64222,3.77263
-2.59205,0.17144,3.00039,3.96869
-2.59205,0.17144,3.00039,3.96869
-2.59205,0.17144,3.00039,3.96869
-0.966358,2.0657,1.74471,2.87141
-0.966358,2.0657,1.74471,2.87141
-2.91953,0.929356,2.66295,4.05939
-2.91953,0.929356,2.66295,4.05939
-2.91953,0.929356,2.66295,4.05939
-2.91953,0.929356,2.66295,4.05939
-2.91953,0.929356,2.66295,4.05939
-1.60541,1.24313,4.01924,4.50299
-1.60541,1.24313,4.01924,4.50299
0.403852,1.37419,3.60206,3.87638
0.403852,1.37419,3.60206,3.87638
0.403852,1.37419,3.60206,3.87638
0.112867,1.91252,3.25521,3.77715
0.112867,1.91252,3.25521,3.77715
0.112867,1.91252,3.25521,3.77715
0.942807,2.11578,1.84677,2.96242
-0.643585,1.45181,2.95184,3.35191
-0.643585,1.45181,2.95184,3.35191
-0.643585,1.45181,2.95184,3.35191
-0.643585,1.45181,2.95184,3.35191
-0.643585,1.45181,2.95184,3.35191
-0.502787,1.45269,1.80061,2.36755
-1.94524,3.68224,3.7655,5.61443
-0.584971,5.23406,3.61723,6.3892
0.503882,4.87254,5.05537,7.03934
-1.17069,4.72574,4.34638,6.52642
-2.82071,3.30222,1.4935,4.59256
-2.27959,3.9216,3.64992,5.82215
-0.248767,4.93835,3.46839,6.03978
-0.248767,4.93835,3.46839,6.03978
-0.248767,4.93835,3.46839,6.03978
-1.90663,6.07696,3.31116,7.17833
-3.74651,6.50447,5.81659,9.49617
-3.74651,6.50447,5.81659,9.49617
-3.74651,6.50447,5.81659,9.49617
-3.74651,6.50447,5.81659,9.49617
-2.44077,4.65063,4.31543,6.79769
-2.86189,4.00958,1.24346,5.08069
-2.35886,4.05383,4.60471,6.57276
-2.93398,2.5186,2.92485,4.84834
-4.4971,2.08221,2.53781,5.56776
-1.51471,1.85374,0.497334,2.445
-1.51471,1.85374,0.497334,2.445
-1.7173,2.40353,1.50742,3.31638
-1.32123,3.89034,-2.44934,4.78327
0.908287,3.23278,-2.89283,4.43219
-1.78169,1.64911,-3.17436,3.99631
-2.62108,1.01565,-4.0252,4.90957
-2.62108,1.01565,-4.0252,4.90957
-2.62108,1.01565,-4.0252,4.90957
-2.62108,1.01565,-4.0252,4.90957
-2.36614,1.38746,-5.95472,6.5561
-2.36614,1.38746,-5.95472,6.5561
-0.638107,0.0307851,-4.30027,4.34746
-0.638107,0.0307851,-4.30027,4.34746
-0.638107,0.0307851,-4.30027,4.34746
-0.638107,0.0307851,-4.30027,4.34746
0.90864,-0.466137,-1.71444,1.99555
0.90864,-0.466137,-1.71444,1.99555
3.37689,-1.55475,-3.25137,4.93883
4.24561,-1.2208,-3.1251,5.41126
4.24561,-1.2208,-3.1251,5.41126
4.24561,-1.2208,-3.1251,5.41126
1.25278,-0.39774,-5.3962,5.55398
-0.90134,-0.202768,-6.46786,6.53351
-0.90134,-0.202768,-6.46786,6.53351
-0.90134,-0.202768,-6.46786,6.53351
-0.90134,-0.202768,-6.46786,6.53351
3.42888,0.229524,-4.3034,5.50719
3.42888,0.229524,-4.3034,5.50719
2.65377,-0.491121,-4.06666,4.88072
2.40711,1.32514,-4.92423,5.63898
2.40711,1.32514,-4.92423,5.63898
3.80961,-1.72959,-3.36281,5.36778
3.80961,-1.72959,-3.36281,5.36778
2.7519,-1.46204,-1.47871,3.44922
2.16496,-2.51201,-2.32673,4.05104
2.16496,-2.51201,-2.32673,4.05104
2.16496,-2.51201,-2.32673,4.05104
2.16496,-2.51201,-2.32673,4.05104
2.16496,-2.51201,-2.32673,4.05104
2.16496,-2.51201,-2.32673,4.05104
1.20418,-0.264386,-3.39961,3.61626
1.20418,-0.264386,-3.39961,3.61626
1.20418,-0.264386,-3.39961,3.61626
2.45185,-1.04344,-4.37695,5.12426
1.46786,-1.73577,-4.15652,4.73753
1.46786,-1.73577,-4.15652,4.73753
1.46786,-1.73577,-4.15652,4.73753
