x,y,z,r
-0.405428,-0.100426,0.453288,0.616382
0.389883,0.171211,-0.00377699,0.425836
0.389883,0.171211,-0.00377699,0.425836
0.389883,0.171211,-0.00377699,0.425836
0.389883,0.171211,-0.00377699,0.425836
0.389883,0.171211,-0.00377699,0.425836
0.517473,0.358671,-0.459836,0.779662
0.517473,0.358671,-0.459836,0.779662
0.517473,0.358671,-0.459836,0.779662
0.033307,0.0896456,-0.876581,0.881782
-0.829387,-0.266166,-0.527405,1.01828
-0.829387,-0.266166,-0.527405,1.01828
-0.829387,-0.266166,-0.527405,1.01828
-0.362748,-0.241144,-1.60722,1.6652
0.295047,-0.39048,-2.68249,2.72677
0.295047,-0.39048,-2.68249,2.72677
1.18889,-1.05973,-2.80344,3.22424
2.46373,-0.819269,-1.4599,2.97867
2.46373,-0.819269,-1.4599,2.97867
2.46373,-0.819269,-1.4599,2.97867
3.07382,-1.11624,-0.0474819,3.27057
2.32375,-0.591804,-1.13616,2.65347
1.22613,-0.75563,-1.47303,2.06014
1.54825,-0.442355,0.722233,1.76476
1.54825,-0.442355,0.722233,1.76476
0.608928,-1.62342,0.662128,1.85599
1.39134,-1.59805,1.07368,2.37537
0.0514379,-1.15828,1.03404,1.55354
0.0514379,-1.15828,1.03404,1.55354
0.268807,-0.591759,1.36284,1.50989
0.268807,-0.591759,1.36284,1.50989
0.066996,-0.792011,1.02375,1.29608
0.066996,-0.792011,1.02375,1.29608
0.066996,-0.792011,1.02375,1.29608
0.343151,0.162264,1.33319,1.38617
0.343151,0.162264,1.33319,1.38617
0.343151,0.162264,1.33319,1.38617
0.707479,0.475609,0.81759,1.18118
-0.0390113,0.430521,0.406691,0.593521
-0.661914,0.713803,0.539292,1.11287
-0.896317,0.652563,-0.275774,1.14249
-0.896317,0.652563,-0.275774,1.14249
-0.714063,0.164805,0.541004,0.910896
-0.714063,0.164805,0.541004,0.910896
-1.6994,1.23774,0.405523,2.14112
-0.721314,-0.305905,-1.77962,1.94446
-0.721314,-0.305905,-1.77962,1.94446
-0.695515,-0.462958,-1.66138,1.85964
-0.814762,-0.770601,-1.55258,1.91525
-0.814762,-0.770601,-1.55258,1.91525
-0.61544,0.0447116,-0.719737,0.948043
-0.416375,-0.159309,-0.791679,0.908572
0.00131467,0.320951,-0.66807,0.741167
0.752551,0.219706,-0.914324,1.20441
-0.263364,-0.339418,-0.837453,0.941219
-0.263364,-0.339418,-0.837453,0.941219
-0.264667,-1.15732,-0.10401,1.19175
-0.264667,-1.15732,-0.10401,1.19175
-0.196564,-0.685696,1.1961,1.39265
-0.54063,0.0141778,0.44628,0.701176
-0.54063,0.0141778,0.44628,0.701176
-0.54063,0.0141778,0.44628,0.701176
-0.54063,0.0141778,0.44628,0.701176
-0.54063,0.0141778,0.44628,0.701176
-0.54063,0.0141778,0.44628,0.701176
-0.54063,0.0141778,0.44628,0.701176
0.193744,-0.164376,0.57206,0.625947
0.0112323,-0.108995,-0.781131,0.788779
0.0112323,-0.108995,-0.781131,0.788779
0.0112323,-0.108995,-0.781131,0.788779
0.0112323,-0.108995,-0.781131,0.788779
0.553117,0.121792,0.0835091,0.57249
0.553117,0.121792,0.0835091,0.57249
-0.362068,-0.198137,0.0674265,0.418207
-0.362068,-0.198137,0.0674265,0.418207
-1.0331,-0.269539,0.0908325,1.07154
-1.0331,-0.269539,0.0908325,1.07154
-1.0331,-0.269539,0.0908325,1.07154
-1.0331,-0.269539,0.0908325,1.07154
-1.0331,-0.269539,0.0908325,1.07154
-0.0236042,0.583033,1.02623,1.18052
-0.370851,0.295827,0.941769,1.0545
-0.370851,0.295827,0.941769,1.0545
-0.370851,0.295827,0.941769,1.0545
-0.704101,0.574611,1.90379,2.10959
-0.704101,0.574611,1.90379,2.10959
-0.704101,0.574611,1.90379,2.10959
-0.704101,0.574611,1.90379,2.10959
-1.13294,0.942393,0.294301,1.50276
-1.13294,0.942393,0.294301,1.50276
-1.19544,0.213609,-0.553,1.33436
-0.743332,-0.505389,0.696814,1.13733
-0.945786,-0.0256756,0.536115,1.08747
-0.828174,0.581869,0.585289,1.16919
-0.828174,0.581869,0.585289,1.16919
-0.828174,0.581869,0.585289,1.16919
-1.37155,0.160439,0.3978,1.43705
-1.37155,0.160439,0.3978,1.43705
-1.07634,0.853285,-0.0139714,1.37361
-1.07634,0.853285,-0.0139714,1.37361
-0.996444,1.67349,-1.11936,2.24643
-2.25117,0.864128,-0.500312,2.46268
-2.25117,0.864128,-0.500312,2.46268
-2.25117,0.864128,-0.500312,2.46268
-2.744,1.59141,-0.506974,3.21235
-1.5544,0.399615,-1.54982,2.23109
-1.5544,0.399615,-1.54982,2.23109
-1.66694,0.778301,-1.06225,2.12433
-1.31494,-0.282074,-0.787417,1.55842
-1.3981,0.621706,-0.79235,1.72308
-0.790572,0.595083,-0.0317172,0.990017
-0.790572,0.595083,-0.0317172,0.990017
-1.08862,0.349737,-0.846265,1.42253
-1.08862,0.349737,-0.846265,1.42253
0.883217,0.441458,0.151868,0.99901
0.883217,0.441458,0.151868,0.99901
0.10519,-0.106537,0.32003,0.353319
0.10519,-0.106537,0.32003,0.353319
0.10519,-0.106537,0.32003,0.353319
0.10519,-0.106537,0.32003,0.353319
-0.136502,-0.0351063,-0.250983,0.28785
0.670222,-0.7265,-0.173262,1.0035
0.670222,-0.7265,-0.173262,1.0035
0.670222,-0.7265,-0.173262,1.0035
0.670222,-0.7265,-0.173262,1.0035
0.670222,-0.7265,-0.173262,1.0035
0.670222,-0.7265,-0.173262,1.0035
-0.335569,-0.971297,-1.02781,1.45342
-0.335569,-0.971297,-1.02781,1.45342
-0.0457356,0.210654,-1.33731,1.35457
-0.0457356,0.210654,-1.33731,1.35457
0.597327,-1.06915,-0.899013,1.51924
0.597327,-1.06915,-0.899013,1.51924
-0.0188868,-0.718214,-1.23349,1.42748
-0.0188868,-0.718214,-1.23349,1.42748
-0.0188868,-0.718214,-1.23349,1.42748
-0.0188868,-0.718214,-1.23349,1.42748
-0.0188868,-0.718214,-1.23349,1.42748
-0.0188868,-0.718214,-1.23349,1.42748
-0.00735573,-1.03442,-0.789346,1.30121
0.0208831,-1.23543,-0.0290444,1.23594
0.0208831,-1.23543,-0.0290444,1.23594
-1.358,-0.926247,-1.19309,2.03115
-1.70867,-1.88597,-0.240643,2.55624
-1.39122,-2.51449,0.379472,2.89864
-0.505837,-2.59308,0.824006,2.76747
-0.505837,-2.59308,0.824006,2.76747
-0.376945,-2.17389,1.29269,2.55713
-1.1854,-1.65636,1.9641,2.82955
-1.1854,-1.65636,1.9641,2.82955
-1.1854,-1.65636,1.9641,2.82955
-0.910073,-1.53506,1.0546,2.07288
-0.725324,-1.74982,0.00822377,1.89421
-0.725324,-1.74982,0.00822377,1.89421
-0.725324,-1.74982,0.00822377,1.89421
-0.725324,-1.74982,0.00822377,1.89421
0.359239,-1.65624,-0.986055,1.96074
0.359239,-1.65624,-0.986055,1.96074
0.359239,-1.65624,-0.986055,1.96074
-0.832635,-1.4006,-1.08758,1.95903
-1.08544,-1.32196,-1.3293,2.16628
-1.08544,-1.32196,-1.3293,2.16628
-1.08544,-1.32196,-1.3293,2.16628
-1.08544,-1.32196,-1.3293,2.16628
-0.858428,-0.792129,-2.01313,2.32746
-0.23587,-0.870527,-1.48211,1.73496
-0.362872,-0.643756,-2.3351,2.44924
-0.362872,-0.643756,-2.3351,2.44924
-0.819323,-1.0854,-1.99247,2.41233
0.342738,-1.78338,-0.609785,1.91566
0.342738,-1.78338,-0.609785,1.91566
0.342738,-1.78338,-0.609785,1.91566
0.342738,-1.78338,-0.609785,1.91566
0.22924,-1.68024,-0.672734,1.82437
0.420826,-1.32415,0.174388,1.40031
0.420826,-1.32415,0.174388,1.40031
-0.0496343,-0.650309,-0.000384399,0.6522
-0.0496343,-0.650309,-0.000384399,0.6522
-0.534696,-1.11367,-0.155334,1.2451
-0.534696,-1.11367,-0.155334,1.2451
-0.534696,-1.11367,-0.155334,1.2451
-1.22344,-1.2515,0.0343706,1.7505
-1.11353,-2.09532,0.100418,2.37495
-0.433745,-1.87989,-1.27844,2.31442
-0.433745,-1.87989,-1.27844,2.31442
0.75487,-1.16508,0.343938,1.43022
-0.45714,-0.573653,0.665645,0.990524
-0.0505322,-0.49367,1.77175,1.83994
0.066036,-1.41441,1.85773,2.33582
0.00986632,-1.4838,2.17685,2.63447
0.00986632,-1.4838,2.17685,2.63447
1.22511,-1.88075,1.67101,2.79828
0.828593,-1.10719,1.3342,1.9216
1.52587,-0.276412,1.35149,2.05698
0.330336,-0.404396,0.911966,1.05088
0.330336,-0.404396,0.911966,1.05088
0.330336,-0.404396,0.911966,1.05088
0.330336,-0.404396,0.911966,1.05088
1.21519,-0.947876,-0.396451,1.59133
1.71533,-0.589881,-0.730315,1.95542
1.1882,-0.0582365,-0.77411,1.41931
1.56636,-1.07016,-0.580557,1.98388
2.0724,-0.772615,0.370886,2.24262
1.90074,-0.722562,-0.0787625,2.03498
1.5544,1.35498,0.0244284,2.06221
0.772446,0.511661,0.627697,1.11914
0.692437,0.00731586,-0.150722,0.708688
0.692437,0.00731586,-0.150722,0.708688
0.692437,0.00731586,-0.150722,0.708688
0.692437,0.00731586,-0.150722,0.708688
0.791759,-0.0634387,0.966143,1.25074
0.480112,-0.561121,1.05358,1.28662
0.250495,0.456759,-0.21113,0.562097
0.250495,0.456759,-0.21113,0.562097
0.171526,0.065898,0.493973,0.527042
-0.329715,-0.45274,-0.532617,0.772895
-0.118123,-0.243099,0.548345,0.611336
-0.118123,-0.243099,0.548345,0.611336
-0.118123,-0.243099,0.548345,0.611336
-0.118123,-0.243099,0.548345,0.611336
-0.118123,-0.243099,0.548345,0.611336
-0.144515,0.132842,0.196054,0.277432
-0.372742,0.157367,0.10317,0.417546
-0.372742,0.157367,0.10317,0.417546
-0.372742,0.157367,0.10317,0.417546
-0.376662,0.219596,0.0303622,0.437057
-0.376662,0.219596,0.0303622,0.437057
0.0620566,-0.863555,-0.326496,0.925299
0.347124,0.143376,-0.333678,0.502387
0.347124,0.143376,-0.333678,0.502387
0.347124,0.143376,-0.333678,0.502387
0.347124,0.143376,-0.333678,0.502387
0.347124,0.143376,-0.333678,0.502387
-0.710451,-0.202183,-0.346599,0.815935
0.5193,-0.202915,-0.102478,0.566876
0.5193,-0.202915,-0.102478,0.566876
0.5193,-0.202915,-0.102478,0.566876
0.5193,-0.202915,-0.102478,0.566876
0.5193,-0.202915,-0.102478,0.566876
0.233303,0.201316,-0.233819,0.38682
0.233303,0.201316,-0.233819,0.38682
0.233303,0.201316,-0.233819,0.38682
0.233303,0.201316,-0.233819,0.38682
-0.439549,0.292664,-0.135702,0.545225
-0.439549,0.292664,-0.135702,0.545225
-0.439549,0.292664,-0.135702,0.545225
-0.662059,-0.154387,-0.00104287,0.679822
-0.662059,-0.154387,-0.00104287,0.679822
-0.662059,-0.154387,-0.00104287,0.679822
0.312531,-0.230172,0.535052,0.661011
0.312531,-0.230172,0.535052,0.661011
0.621505,-0.00721772,-0.659253,0.906055
0.621505,-0.00721772,-0.659253,0.906055
-0.29913,-0.0171653,-0.179766,0.349412
-0.29913,-0.0171653,-0.179766,0.349412
-0.29913,-0.0171653,-0.179766,0.349412
-0.378179,-0.787406,0.415948,0.967492
-0.378179,-0.787406,0.415948,0.967492
-0.509328,-0.228881,0.658766,0.863582
-0.509328,-0.228881,0.658766,0.863582
-0.864959,0.225869,0.73581,1.15784
-0.864959,0.225869,0.73581,1.15784
-0.867951,0.127986,0.774444,1.17025
-0.867951,0.127986,0.774444,1.17025
-0.593275,-0.498981,-0.344764,0.848422
-0.0982237,-0.393712,-0.444038,0.601521
-0.709989,-0.158438,-0.582757,0.932091
-0.709989,-0.158438,-0.582757,0.932091
-1.07392,0.507407,-0.38473,1.24852
-1.05423,0.0646388,-0.958718,1.42644
-1.05423,0.0646388,-0.958718,1.42644
-0.804508,0.534034,-0.910241,1.32701
-1.88158,-0.403002,-1.52096,2.45277
-0.905529,-0.435265,-2.60057,2.7879
-0.741795,0.670462,-2.61421,2.79891
-0.905218,0.531333,-1.97118,2.23322
-0.905218,0.531333,-1.97118,2.23322
-0.184712,-0.0974014,-2.42882,2.43778
0.749755,-0.361938,-1.96426,2.13341
0.717412,0.403621,-1.16826,1.42913
0.251528,0.440387,-1.14065,1.24831
0.251528,0.440387,-1.14065,1.24831
-0.340878,0.688632,-1.33926,1.54403
0.536751,0.751203,-0.287857,0.967093
0.314956,-0.538111,-0.538607,0.823928
0.314956,-0.538111,-0.538607,0.823928
0.314956,-0.538111,-0.538607,0.823928
0.314956,-0.538111,-0.538607,0.823928
0.314956,-0.538111,-0.538607,0.823928
-0.148996,-1.33238,-0.770282,1.54621
0.102027,-0.283958,-0.200539,0.362295
-0.542158,-1.09642,0.686181,1.40247
0.119833,-1.04881,0.326418,1.10495
0.119833,-1.04881,0.326418,1.10495
0.119833,-1.04881,0.326418,1.10495
-0.579279,0.912262,-0.637952,1.2549
-0.579279,0.912262,-0.637952,1.2549
-0.579279,0.912262,-0.637952,1.2549
-0.579279,0.912262,-0.637952,1.2549
-1.42017,1.36062,-1.57518,2.51979
-1.82374,-0.675685,-0.642029,2.04812
-1.82374,-0.675685,-0.642029,2.04812
-2.02828,-1.17609,-0.890744,2.50809
-0.871845,-1.67761,-2.13614,2.85264
-0.871845,-1.67761,-2.13614,2.85264
-0.871845,-1.67761,-2.13614,2.85264
-0.871845,-1.67761,-2.13614,2.85264
-1.57628,-1.23179,-1.73414,2.64749
-2.25771,-0.521783,-1.76933,2.91549
-2.25771,-0.521783,-1.76933,2.91549
-2.25771,-0.521783,-1.76933,2.91549
-2.23078,-0.811074,-1.03707,2.59032
-2.23078,-0.811074,-1.03707,2.59032
-1.76681,-0.238937,-0.165072,1.79052
-1.21646,-0.701457,0.422959,1.46653
-2.06923,-0.0913365,-0.387704,2.10721
-2.1231,-1.4095,-1.05944,2.75983
-2.76887,-0.705558,-2.41318,3.74004
-2.19359,-0.674561,-2.50183,3.395
-2.19359,-0.674561,-2.50183,3.395
-2.02402,-0.179348,-1.48336,2.51579
-1.16098,-1.21123,-0.951851,1.92898
-0.15403,-1.36852,-0.450731,1.44905
-0.15403,-1.36852,-0.450731,1.44905
-0.15403,-1.36852,-0.450731,1.44905
-0.15403,-1.36852,-0.450731,1.44905
-0.15403,-1.36852,-0.450731,1.44905
0.153437,-0.611627,-0.128602,0.64356
0.696291,-0.681708,0.327206,1.02792
0.599178,-0.267476,0.613572,0.898348
0.599178,-0.267476,0.613572,0.898348
0.599178,-0.267476,0.613572,0.898348
0.599178,-0.267476,0.613572,0.898348
-0.82332,0.302037,-0.359268,0.947711
-0.82332,0.302037,-0.359268,0.947711
-0.82332,0.302037,-0.359268,0.947711
