#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
          99           0           0           0
