#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     0.94676     0.94676           0
           2    0.939253    0.943006  0.00265409
           3    0.946385    0.944133  0.00199413
           4    0.943052    0.943862   0.0015138
           5    0.951925    0.945475  0.00188331
           6      0.9359    0.943879   0.0021413
           7    0.948648     0.94456  0.00194075
           8    0.938575    0.943812  0.00183672
           9    0.944836    0.943926  0.00163616
          10    0.944319    0.943965  0.00147301
          11    0.945008     0.94406  0.00134215
          12    0.932627    0.943107  0.00153158
          13    0.942036    0.943025  0.00141599
          14    0.941368    0.942906  0.00131978
          15    0.945179    0.943058  0.00124046
          16    0.942917    0.943049  0.00116296
          17    0.949893    0.943452  0.00116215
          18    0.950566    0.943847  0.00116286
          19    0.948221    0.944077  0.00112421
          20    0.940385    0.943893  0.00108305
          21    0.958622    0.944594  0.00123792
          22    0.935991    0.944203  0.00124188
          23    0.937723    0.943921  0.00121942
          24    0.951132    0.944222  0.00120506
          25    0.943984    0.944212   0.0011569
          26    0.947712    0.944347   0.0011202
          27    0.949607    0.944542  0.00109553
          28    0.946052    0.944596  0.00105773
          29    0.942509    0.944524   0.0010237
          30     0.95058    0.944725  0.00100928
          31    0.938148    0.944513 0.000998776
          32    0.945007    0.944529 0.000967684
          33    0.945391    0.944555 0.000938713
          34    0.944637    0.944557 0.000911107
          35    0.944763    0.944563 0.000885095
          36     0.95216    0.944774 0.000885305
          37    0.938141    0.944595 0.000879342
          38    0.951312    0.944772  0.00087379
          39    0.938519    0.944611 0.000865968
          40    0.942267    0.944553   0.0008463
          41    0.947498    0.944625 0.000828702
          42    0.939507    0.944503 0.000817878
          43    0.954174    0.944728 0.000829208
          44     0.94662    0.944771 0.000811477
          45    0.938376    0.944629 0.000805791
          46    0.951207    0.944772 0.000800865
          47    0.946184    0.944802 0.000784389
          48    0.947153    0.944851 0.000769576
          49    0.945057    0.944855 0.000753881
          50    0.945128     0.94486 0.000738824
          51    0.943481    0.944833 0.000724832
          52    0.949305    0.944919 0.000715976
          53    0.943987    0.944902 0.000702683
          54    0.940701    0.944824 0.000693964
          55     0.94801    0.944882 0.000683761
          56    0.948419    0.944945 0.000674461
          57    0.949852    0.945031   0.0006681
          58    0.942068     0.94498 0.000658532
          59       0.944    0.944963  0.00064758
          60     0.93435    0.944786 0.000660503
          61    0.948946    0.944855 0.000653186
          62    0.940375    0.944782 0.000646635
          63    0.945706    0.944797 0.000636537
          64    0.943945    0.944784 0.000626731
          65     0.93282      0.9446  0.00064355
          66    0.946217    0.944624 0.000634266
          67    0.943993    0.944615 0.000624869
          68    0.938951    0.944531 0.000621207
          69    0.953575    0.944663 0.000625877
          70    0.934745    0.944521 0.000632768
          71    0.945497    0.944535 0.000624005
          72    0.948168    0.944585 0.000617376
          73    0.944191     0.94458 0.000608942
          74    0.950655    0.944662 0.000606222
          75    0.941655    0.944622 0.000599462
          76    0.949969    0.944692  0.00059569
          77    0.937495    0.944599 0.000595241
          78    0.943694    0.944587 0.000587723
          79    0.947003    0.944618 0.000581078
          80    0.942858    0.944596 0.000574231
          81    0.948511    0.944644 0.000569173
          82     0.95227    0.944737 0.000569779
          83    0.940572    0.944687 0.000565119
          84    0.945555    0.944697 0.000558486
          85    0.945444    0.944706 0.000551984
          86    0.942032    0.944675 0.000546441
          87    0.947739     0.94471 0.000541294
          88    0.944448    0.944707 0.000535151
          89    0.945851     0.94472 0.000529292
          90    0.949098    0.944768 0.000525642
          91    0.938097    0.944695 0.000524954
          92    0.949465    0.944747 0.000521802
          93    0.946366    0.944764 0.000516481
          94     0.94139    0.944729 0.000512233
          95     0.94538    0.944735 0.000506887
          96    0.940586    0.944692 0.000503447
          97    0.944892    0.944694 0.000498261
          98     0.94867    0.944735 0.000494825
          99    0.949784    0.944786 0.000492448
         100     0.93525     0.94469 0.000496669
