#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -7.52503    -7.52503           0
           2    -7.51522    -7.52013  0.00346864
           3     -7.5256    -7.52195  0.00275025
           4    -7.51876    -7.52115  0.00217537
           5    -7.53526    -7.52397  0.00306511
           6    -7.51028    -7.52169  0.00329589
           7    -7.52832    -7.52264  0.00295784
           8     -7.5142    -7.52158  0.00276971
           9    -7.52319    -7.52176  0.00246775
          10    -7.52318     -7.5219  0.00222506
          11    -7.52227    -7.52194  0.00202303
          12    -7.50424    -7.52046  0.00233056
          13    -7.51812    -7.52028  0.00215825
          14    -7.51976    -7.52024  0.00200441
          15     -7.5254    -7.52059  0.00189997
          16    -7.52077     -7.5206  0.00178126
          17    -7.53084     -7.5212  0.00177541
          18    -7.53113    -7.52175  0.00176037
          19    -7.52645      -7.522    0.001685
          20    -7.51522    -7.52166  0.00163451
          21    -7.54372    -7.52271  0.00186391
          22    -7.50991    -7.52213  0.00186777
          23    -7.51266    -7.52172  0.00183139
          24    -7.53117    -7.52211  0.00179695
          25    -7.52137    -7.52208  0.00172532
          26    -7.52847    -7.52233  0.00167634
          27    -7.53157    -7.52267  0.00164884
          28     -7.5257    -7.52278   0.0015935
          29    -7.51943    -7.52266  0.00154272
          30    -7.52985     -7.5229  0.00150981
          31    -7.51366     -7.5226  0.00149027
          32    -7.52271    -7.52261   0.0014437
          33    -7.52468    -7.52267  0.00140132
          34    -7.52289    -7.52268  0.00136012
          35    -7.52282    -7.52268  0.00132127
          36    -7.53405      -7.523  0.00132174
          37    -7.51352    -7.52274  0.00131059
          38    -7.53328    -7.52302   0.0013051
          39    -7.51388    -7.52278  0.00129248
          40    -7.51797    -7.52266  0.00126577
          41    -7.52704    -7.52277   0.0012394
          42    -7.51618    -7.52261  0.00121977
          43     -7.5373    -7.52295  0.00123831
          44    -7.52717    -7.52305  0.00121387
          45     -7.5139    -7.52285  0.00120382
          46    -7.53296    -7.52307  0.00119756
          47    -7.52511    -7.52311  0.00117287
          48    -7.52641    -7.52318  0.00115044
          49    -7.52378    -7.52319  0.00112703
          50    -7.52397    -7.52321   0.0011046
          51    -7.52107    -7.52317  0.00108373
          52    -7.53086    -7.52331  0.00107293
          53    -7.52251     -7.5233  0.00105279
          54    -7.51793     -7.5232  0.00103797
          55    -7.52741    -7.52328  0.00102192
          56    -7.52963    -7.52339  0.00100996
          57    -7.53014    -7.52351 0.000999163
          58    -7.51905    -7.52343 0.000984881
          59    -7.52094    -7.52339 0.000969091
          60    -7.50785    -7.52313 0.000986954
          61     -7.5291    -7.52323 0.000975622
          62    -7.51692    -7.52313  0.00096517
          63    -7.52463    -7.52315 0.000950145
          64     -7.5207    -7.52311 0.000936068
          65    -7.50459    -7.52283 0.000964048
          66     -7.5247    -7.52285 0.000949861
          67     -7.5224    -7.52285 0.000935708
          68    -7.51368    -7.52271  0.00093161
          69    -7.53766    -7.52293 0.000942951
          70    -7.50844    -7.52272 0.000951932
          71     -7.5236    -7.52274 0.000938604
          72    -7.52737     -7.5228 0.000927771
          73    -7.52009    -7.52276 0.000915802
          74    -7.53121    -7.52288 0.000910516
          75    -7.51734     -7.5228 0.000901366
          76    -7.53196    -7.52292 0.000897525
          77    -7.51133    -7.52277 0.000898401
          78    -7.52128    -7.52275 0.000887088
          79    -7.52696    -7.52281 0.000877454
          80    -7.51936    -7.52276 0.000867541
          81    -7.52791    -7.52283 0.000859155
          82    -7.53452    -7.52297 0.000860435
          83    -7.51745     -7.5229 0.000852632
          84    -7.52488    -7.52293 0.000842807
          85    -7.52437    -7.52294 0.000833063
          86    -7.51834    -7.52289 0.000825093
          87    -7.52845    -7.52295 0.000818076
          88    -7.52401    -7.52297 0.000808867
          89    -7.52644    -7.52301 0.000800718
          90    -7.52883    -7.52307 0.000794433
          91    -7.51312    -7.52296 0.000793195
          92    -7.53101    -7.52305 0.000789389
          93    -7.52593    -7.52308  0.00078151
          94    -7.51868    -7.52303 0.000774597
          95    -7.52342    -7.52304 0.000766454
          96    -7.51683    -7.52297 0.000761191
          97    -7.52293    -7.52297 0.000753344
          98    -7.52779    -7.52302 0.000747257
          99    -7.53119     -7.5231 0.000744248
         100    -7.50967    -7.52297 0.000748834
