sum_prog,sum2_prog,err_prog
0.0833987,0.00696073,8.44274e-05
0.0833957,0.00696023,8.43684e-05
0.0833953,0.00696016,8.4258e-05
0.0833959,0.00696026,8.41493e-05
0.0834005,0.00696102,8.4159e-05
0.0834043,0.00696166,8.41353e-05
0.0834056,0.00696187,8.40348e-05
0.0834043,0.00696166,8.39336e-05
0.0834042,0.00696162,8.3824e-05
0.0834035,0.00696151,8.37168e-05
0.0833991,0.00696077,8.37264e-05
0.0833976,0.00696052,8.36302e-05
0.0834003,0.00696097,8.35645e-05
0.0834047,0.00696172,8.35754e-05
0.0834045,0.00696167,8.34673e-05
0.0834006,0.00696103,8.34487e-05
0.083396,0.00696028,8.34643e-05
0.0833945,0.00696001,8.33713e-05
0.0833967,0.00696039,8.32943e-05
0.0833953,0.00696014,8.31988e-05
0.0833949,0.00696007,8.30926e-05
0.083389,0.00695911,8.31936e-05
0.083391,0.00695944,8.31105e-05
0.0833928,0.00695973,8.30232e-05
0.0833928,0.00695973,8.29168e-05
0.0833906,0.00695935,8.28408e-05
0.0833937,0.00695988,8.27945e-05
0.0833902,0.0069593,8.27627e-05
0.0833907,0.00695936,8.26582e-05
0.0833882,0.00695895,8.25894e-05
0.0833909,0.00695939,8.25274e-05
0.0833932,0.00695978,8.24551e-05
0.0833906,0.00695934,8.23918e-05
0.0833908,0.00695937,8.22877e-05
0.0833897,0.00695918,8.21909e-05
0.0833901,0.00695924,8.20878e-05
0.0833889,0.00695903,8.19936e-05
0.0833889,0.00695902,8.18903e-05
0.0833932,0.00695976,8.19041e-05
0.0833985,0.00696065,8.19701e-05
0.083401,0.00696106,8.19043e-05
0.083397,0.0069604,8.18977e-05
0.0833942,0.00695995,8.1841e-05
0.0833885,0.00695901,8.19404e-05
0.0833891,0.0069591,8.18402e-05
0.0833884,0.00695898,8.17407e-05
0.0833874,0.0069588,8.16455e-05
0.083384,0.00695823,8.16152e-05
0.0833821,0.00695791,8.1536e-05
0.0833828,0.00695802,8.14377e-05
0.083381,0.00695773,8.13555e-05
0.0833814,0.00695778,8.12555e-05
0.0833826,0.00695798,8.11639e-05
0.0833794,0.00695745,8.1124e-05
0.0833749,0.00695671,8.11482e-05
0.0833755,0.0069568,8.10499e-05
0.0833727,0.00695634,8.09971e-05
0.0833688,0.00695569,8.09918e-05
0.0833665,0.0069553,8.09263e-05
0.0833644,0.00695495,8.08527e-05
0.0833664,0.00695528,8.07773e-05
0.083366,0.00695521,8.06791e-05
0.0833709,0.00695603,8.0726e-05
0.0833722,0.00695625,8.06383e-05
0.0833695,0.0069558,8.05845e-05
0.0833722,0.00695624,8.05294e-05
0.0833707,0.00695599,8.04445e-05
0.083374,0.00695654,8.04121e-05
0.0833774,0.00695711,8.03869e-05
0.0833732,0.00695642,8.03997e-05
0.0833683,0.00695562,8.04482e-05
0.083371,0.00695607,8.03964e-05
0.0833707,0.00695602,8.02998e-05
0.0833753,0.0069568,8.03345e-05
0.0833723,0.00695629,8.0295e-05
0.0833702,0.00695593,8.02272e-05
0.0833734,0.00695648,8.01971e-05
0.0833742,0.00695661,8.01048e-05
0.0833714,0.00695613,8.00592e-05
0.0833683,0.00695561,8.00245e-05
0.0833668,0.00695536,7.99426e-05
0.0833648,0.00695503,7.98713e-05
0.0833661,0.00695524,7.97862e-05
0.0833658,0.00695518,7.96916e-05
0.0833663,0.00695526,7.95985e-05
0.0833669,0.00695536,7.95062e-05
0.0833649,0.00695503,7.94365e-05
0.0833661,0.00695521,7.93502e-05
0.0833689,0.00695569,7.93076e-05
0.0833638,0.00695484,7.938e-05
0.083366,0.00695522,7.93185e-05
0.0833686,0.00695564,7.92646e-05
0.0833706,0.00695597,7.91962e-05
0.0833718,0.00695616,7.9112e-05
0.0833716,0.00695613,7.90191e-05
0.0833707,0.00695598,7.89306e-05
0.0833715,0.0069561,7.88418e-05
0.0833759,0.00695686,7.8874e-05
0.0833771,0.00695704,7.87902e-05
0.08338,0.00695752,7.87497e-05
0.083379,0.00695736,7.86634e-05
0.0833776,0.00695712,7.8584e-05
0.0833783,0.00695723,7.84954e-05
0.0833833,0.00695808,7.85642e-05
0.0833834,0.00695809,7.84729e-05
0.0833822,0.00695789,7.83906e-05
0.0833821,0.00695786,7.82998e-05
0.0833859,0.00695849,7.82996e-05
0.0833849,0.00695833,7.8215e-05
0.0833813,0.00695773,7.82081e-05
0.0833804,0.00695757,7.81232e-05
0.0833766,0.00695696,7.8121e-05
0.0833799,0.00695751,7.81005e-05
0.083373,0.00695638,7.83215e-05
0.0833756,0.00695682,7.82762e-05
0.0833785,0.00695731,7.82394e-05
0.0833792,0.00695741,7.81524e-05
0.0833848,0.00695838,7.82684e-05
0.0833868,0.0069587,7.82039e-05
0.083387,0.00695874,7.81149e-05
0.0833881,0.0069589,7.80323e-05
0.0833892,0.00695909,7.79518e-05
0.0833903,0.00695926,7.78704e-05
0.0833938,0.00695986,7.78623e-05
0.0833925,0.00695964,7.77843e-05
0.0833944,0.00695995,7.77191e-05
0.0833975,0.00696046,7.76907e-05
0.0833966,0.00696031,7.7608e-05
0.0833956,0.00696014,7.75267e-05
0.083398,0.00696053,7.74756e-05
0.083404,0.00696156,7.76207e-05
0.0834074,0.00696215,7.76114e-05
0.0834061,0.00696191,7.75358e-05
0.0834075,0.00696215,7.74614e-05
0.0834069,0.00696204,7.73765e-05
0.0834056,0.00696182,7.73004e-05
0.0834054,0.00696178,7.72142e-05
0.0834061,0.00696189,7.71313e-05
0.0834048,0.00696167,7.70561e-05
0.0834045,0.00696161,7.69706e-05
0.0834028,0.00696132,7.69044e-05
0.0834054,0.00696176,7.68643e-05
0.083412,0.00696289,7.70606e-05
0.0834136,0.00696315,7.69909e-05
0.0834108,0.0069627,7.69541e-05
0.08341,0.00696256,7.68728e-05
0.0834077,0.00696217,7.68227e-05
0.0834055,0.0069618,7.67687e-05
0.0834033,0.00696143,7.67153e-05
0.083403,0.00696138,7.66311e-05
0.0834036,0.00696147,7.65489e-05
0.0834046,0.00696164,7.6471e-05
0.0834064,0.00696193,7.64074e-05
0.0834046,0.00696163,7.63444e-05
0.0834047,0.00696163,7.62606e-05
0.0834104,0.00696262,7.63943e-05
0.0834102,0.00696258,7.63108e-05
0.0834069,0.00696203,7.62992e-05
0.0834075,0.00696212,7.62178e-05
0.0834048,0.00696167,7.61818e-05
0.0834072,0.00696206,7.61349e-05
0.0834156,0.00696354,7.65223e-05
0.083415,0.00696343,7.64414e-05
0.0834192,0.00696414,7.64734e-05
0.083418,0.00696393,7.63998e-05
0.0834138,0.00696324,7.64322e-05
0.0834102,0.00696265,7.64327e-05
0.0834118,0.00696291,7.63656e-05
0.0834122,0.00696297,7.6284e-05
0.0834069,0.00696211,7.63833e-05
0.0834078,0.00696225,7.6306e-05
0.0834024,0.00696137,7.64176e-05
0.0834005,0.00696106,7.63577e-05
0.0834003,0.00696102,7.62757e-05
0.0834016,0.00696123,7.62043e-05
0.0834004,0.00696103,7.61317e-05
0.0833994,0.00696085,7.60567e-05
0.0834003,0.006961,7.59805e-05
0.0834013,0.00696117,7.59061e-05
0.0834032,0.00696148,7.58487e-05
0.0834033,0.00696148,7.57677e-05
0.0834037,0.00696154,7.56877e-05
0.0834007,0.00696105,7.56632e-05
0.0834029,0.0069614,7.5612e-05
0.0834002,0.00696096,7.5579e-05
0.0834005,0.00696101,7.54994e-05
0.0834005,0.006961,7.54193e-05
0.0833997,0.00696087,7.53432e-05
0.0833978,0.00696055,7.52872e-05
0.0833995,0.00696083,7.52265e-05
0.0833968,0.00696037,7.51965e-05
0.083398,0.00696058,7.51274e-05
0.0833953,0.00696013,7.50974e-05
0.0833944,0.00695997,7.50234e-05
0.0833944,0.00695996,7.49445e-05
0.083393,0.00695972,7.48796e-05
0.0833904,0.0069593,7.4843e-05
0.0833873,0.00695878,7.48299e-05
0.0833873,0.00695877,7.47515e-05
0.0833905,0.00695931,7.47419e-05
0.083394,0.00695989,7.47451e-05
0.0833939,0.00695988,7.4667e-05
0.0833963,0.00696028,7.4628e-05
0.0833986,0.00696067,7.45862e-05
0.0833964,0.00696029,7.45424e-05
0.0833951,0.00696007,7.44766e-05
0.0833979,0.00696054,7.44526e-05
0.0834007,0.006961,7.44271e-05
0.0834011,0.00696107,7.43511e-05
0.0834029,0.00696137,7.42968e-05
0.0834025,0.0069613,7.4221e-05
0.0834044,0.00696161,7.41672e-05
0.0834037,0.00696149,7.40935e-05
0.0834079,0.0069622,7.41323e-05
0.0834069,0.00696203,7.40623e-05
0.0834061,0.00696189,7.39902e-05
0.0834081,0.00696223,7.39412e-05
0.0834105,0.00696263,7.3904e-05
0.0834098,0.00696251,7.38311e-05
0.0834098,0.0069625,7.37554e-05
0.0834132,0.00696307,7.37567e-05
0.0834128,0.00696299,7.36823e-05
0.0834127,0.00696297,7.36071e-05
0.0834145,0.00696327,7.35547e-05
0.0834118,0.00696283,7.3529e-05
0.0834095,0.00696245,7.34888e-05
0.08341,0.00696251,7.34151e-05
0.0834084,0.00696226,7.33563e-05
0.0834103,0.00696257,7.33062e-05
0.0834143,0.00696324,7.33386e-05
0.0834141,0.0069632,7.32645e-05
0.0834135,0.00696309,7.31928e-05
0.0834157,0.00696346,7.31523e-05
0.0834132,0.00696306,7.31192e-05
0.0834091,0.00696238,7.31624e-05
0.0834098,0.00696249,7.30921e-05
0.0834089,0.00696233,7.30241e-05
0.0834101,0.00696253,7.29598e-05
0.0834129,0.006963,7.29413e-05
0.083412,0.00696284,7.28739e-05
0.0834105,0.0069626,7.28149e-05
0.0834077,0.00696213,7.27957e-05
0.0834043,0.00696157,7.28038e-05
0.0834049,0.00696165,7.2733e-05
