sum_prog,sum2_prog,err_prog
0.0834817,0.00697417,0.000171429
0.0834787,0.00697364,0.000170447
0.0834662,0.00697154,0.00016991
0.0834762,0.00697321,0.000169219
0.0834681,0.00697184,0.000168435
0.0834671,0.00697164,0.00016747
0.0834808,0.00697394,0.000167072
0.0834967,0.00697661,0.000166877
0.0834765,0.00697327,0.000167155
0.0834736,0.00697276,0.000166241
0.0834655,0.00697139,0.000165512
0.0834616,0.00697072,0.000164637
0.0834333,0.00696611,0.000166145
0.0834291,0.00696538,0.000165286
0.083449,0.00696875,0.000165574
0.0834456,0.00696816,0.000164709
0.0834412,0.00696741,0.000163876
0.0834411,0.00696736,0.000162995
0.0834422,0.00696751,0.000162127
0.0834405,0.0069672,0.000161273
0.0834436,0.0069677,0.00016045
0.083431,0.0069656,0.000160101
0.0834573,0.00697009,0.000161403
0.0834701,0.00697224,0.000161071
0.0834909,0.00697576,0.000161572
0.0834882,0.00697529,0.000160761
0.0834962,0.00697662,0.000160138
0.0834897,0.00697551,0.000159454
0.0835028,0.0069777,0.00015918
0.0835092,0.00697875,0.000158504
0.083507,0.00697837,0.000157723
0.0835042,0.00697787,0.00015696
0.0835079,0.00697847,0.000156223
0.0835154,0.00697971,0.000155629
0.083498,0.00697684,0.00015583
0.0835015,0.0069774,0.000155105
0.0835062,0.00697817,0.000154421
0.0835016,0.00697738,0.00015374
0.0835072,0.00697831,0.000153101
0.0835185,0.00698019,0.000152777
0.0835234,0.006981,0.000152127
0.0835327,0.00698255,0.000151686
0.083526,0.0069814,0.000151118
0.0835281,0.00698174,0.00015042
0.0835172,0.00697993,0.000150104
0.0834986,0.00697686,0.000150558
0.0834977,0.0069767,0.00014986
0.0834768,0.00697327,0.00015062
0.0834919,0.00697583,0.000150685
0.0835133,0.00697948,0.000151506
0.0835228,0.00698105,0.000151109
0.0835173,0.00698012,0.000150522
0.0835294,0.00698215,0.000150327
0.0835309,0.00698238,0.000149657
0.0835333,0.00698277,0.000149006
0.0835342,0.00698289,0.000148343
0.0835333,0.00698273,0.000147686
0.0835241,0.00698118,0.00014732
0.0835316,0.00698243,0.000146863
0.0835493,0.00698544,0.000147283
0.0835595,0.00698713,0.000146986
0.0835553,0.00698642,0.000146406
0.0835537,0.00698613,0.000145781
0.0835754,0.00698984,0.000146755
0.0835713,0.00698914,0.000146181
0.0835463,0.00698508,0.000147685
0.0835515,0.00698595,0.00014715
0.0835628,0.00698785,0.000146961
0.0835545,0.00698644,0.00014658
0.0835594,0.00698726,0.000146048
0.0835635,0.00698792,0.000145494
0.083578,0.00699037,0.000145607
0.0835741,0.00698971,0.000145053
0.0835836,0.0069913,0.000144764
0.0835735,0.00698961,0.000144521
0.0835667,0.00698846,0.000144089
0.0835671,0.00698851,0.000143501
0.083579,0.00699052,0.000143413
0.0835757,0.00698994,0.000142871
0.0835956,0.00699334,0.000143669
0.0835813,0.00699098,0.000143802
0.0835669,0.0069886,0.000143946
0.0835422,0.00698461,0.000145468
0.0835386,0.00698399,0.000144937
0.0835329,0.00698303,0.000144474
0.083534,0.0069832,0.00014391
0.0835437,0.00698481,0.000143668
0.0835398,0.00698414,0.000143159
0.08353,0.00698251,0.000142935
0.0835121,0.00697958,0.000143506
0.0835197,0.00698086,0.000143158
0.0835297,0.00698253,0.000142956
0.0835262,0.00698192,0.000142452
0.0835253,0.00698175,0.000141911
0.0835365,0.00698364,0.000141815
0.0835299,0.00698252,0.000141433
0.0835264,0.00698193,0.000140941
0.0835296,0.00698244,0.000140447
0.0835323,0.00698287,0.000139947
0.0835291,0.00698233,0.000139459
0.0835335,0.00698304,0.000139009
0.0835325,0.00698287,0.000138497
0.0835375,0.00698367,0.000138073
0.0835398,0.00698404,0.000137585
0.0835381,0.00698375,0.00013709
0.0835516,0.00698603,0.000137249
0.0835595,0.00698734,0.000136974
0.0835607,0.00698754,0.000136484
0.0835574,0.00698697,0.000136031
0.0835647,0.00698818,0.000135735
0.0835617,0.00698766,0.000135281
0.0835404,0.00698422,0.000136456
0.0835335,0.00698305,0.000136148
0.0835288,0.00698226,0.000135744
0.0835331,0.00698296,0.000135332
0.0835354,0.00698333,0.000134876
0.0835377,0.00698369,0.000134421
0.0835363,0.00698345,0.000133957
0.0835309,0.00698254,0.0001336
0.0835468,0.00698524,0.000134071
0.0835527,0.00698623,0.00013374
0.0835544,0.00698649,0.000133289
0.0835552,0.00698661,0.000132834
0.0835593,0.00698728,0.00013244
0.083576,0.00699013,0.000133033
0.0835784,0.00699052,0.000132604
0.0835992,0.0069941,0.000133768
0.0836006,0.00699431,0.000133323
0.0835987,0.00699399,0.000132888
0.0835994,0.00699409,0.000132443
0.0836066,0.00699529,0.000132198
0.083618,0.00699722,0.000132246
0.0836177,0.00699714,0.000131808
0.0836102,0.0069959,0.000131579
0.0836043,0.0069949,0.00013128
0.0835968,0.00699364,0.000131063
0.083592,0.00699284,0.000130718
0.0835874,0.00699205,0.000130375
0.0835854,0.0069917,0.000129965
0.0835757,0.0069901,0.000129902
0.0835758,0.0069901,0.000129482
0.0835782,0.00699049,0.000129087
0.0835727,0.00698955,0.000128792
0.0835607,0.00698757,0.000128939
0.0835653,0.00698833,0.00012861
0.0835502,0.00698587,0.000129077
0.0835316,0.00698285,0.000130002
0.0835306,0.00698268,0.000129594
0.0835425,0.00698468,0.000129726
0.083534,0.00698327,0.000129595
0.0835413,0.00698449,0.000129392
0.083537,0.00698375,0.00012906
0.0835322,0.00698296,0.000128745
0.0835221,0.00698127,0.000128747
0.0835165,0.00698033,0.000128469
0.0835121,0.00697959,0.000128148
0.0835238,0.00698157,0.000128289
0.0835271,0.00698211,0.000127937
0.0835349,0.00698343,0.000127787
0.0835246,0.00698172,0.000127815
0.0835221,0.00698129,0.00012745
0.0835284,0.00698234,0.000127219
0.0835313,0.00698281,0.000126868
0.0835352,0.00698345,0.000126545
0.0835364,0.00698364,0.000126171
0.0835321,0.0069829,0.000125868
0.0835256,0.00698182,0.000125657
0.0835182,0.00698058,0.000125505
0.0835188,0.00698066,0.000125134
0.0835124,0.0069796,0.000124927
0.0835212,0.00698108,0.000124871
0.0835292,0.00698241,0.000124754
0.0835212,0.00698109,0.000124643
0.0835272,0.00698209,0.000124422
0.0835389,0.00698407,0.000124606
0.0835285,0.00698236,0.000124673
0.0835367,0.00698374,0.00012458
0.0835361,0.00698361,0.000124222
0.0835406,0.00698437,0.000123947
0.0835398,0.00698421,0.000123594
0.0835288,0.0069824,0.000123726
0.0835225,0.00698134,0.000123536
0.0835166,0.00698036,0.000123323
0.0835235,0.00698152,0.000123167
0.0835365,0.00698373,0.000123499
0.0835311,0.00698282,0.000123268
0.0835325,0.00698305,0.00012293
0.0835363,0.00698367,0.000122642
0.083543,0.0069848,0.000122483
0.0835526,0.00698642,0.000122517
0.0835515,0.00698621,0.000122181
0.0835452,0.00698517,0.000122001
0.0835422,0.00698465,0.000121701
0.0835395,0.00698419,0.000121394
0.0835331,0.00698311,0.000121231
0.083527,0.00698209,0.000121052
0.08352,0.00698092,0.000120923
0.083518,0.00698058,0.000120609
0.0835132,0.00697977,0.000120376
0.0835064,0.00697864,0.000120239
0.0835072,0.00697875,0.000119916
0.083499,0.00697739,0.000119871
0.0835021,0.00697791,0.00011959
0.083509,0.00697906,0.000119463
0.0834918,0.00697628,0.000120373
0.0834872,0.00697551,0.000120138
0.083498,0.00697734,0.000120298
0.0834904,0.00697608,0.000120215
0.0835016,0.00697798,0.000120414
0.0834914,0.0069763,0.00012053
0.0834888,0.00697586,0.000120239
0.0834779,0.00697407,0.000120412
0.0834769,0.00697389,0.0001201
0.0834685,0.0069725,0.000120082
0.0834646,0.00697184,0.000119831
0.0834594,0.00697097,0.000119632
0.0834541,0.00697007,0.00011944
0.0834609,0.00697121,0.000119325
0.0834673,0.00697229,0.000119189
0.0834598,0.00697104,0.000119119
0.083457,0.00697057,0.000118844
0.083458,0.00697072,0.000118544
0.0834597,0.00697099,0.000118252
0.083461,0.00697119,0.000117958
0.0834526,0.0069698,0.000117957
0.0834467,0.00696881,0.000117805
0.083447,0.00696886,0.000117508
0.0834427,0.00696814,0.000117289
0.0834522,0.00696974,0.000117375
0.083453,0.00696986,0.000117083
0.0834549,0.00697017,0.000116805
0.0834465,0.00696877,0.000116817
0.0834431,0.0069682,0.000116575
0.0834412,0.00696787,0.000116301
0.0834399,0.00696764,0.00011602
0.0834371,0.00696716,0.000115766
0.0834459,0.00696866,0.000115816
0.0834331,0.00696658,0.000116235
0.0834313,0.00696626,0.000115964
0.083425,0.00696521,0.00011585
0.0834183,0.00696409,0.000115762
0.0834265,0.00696548,0.000115773
0.0834237,0.006965,0.000115526
0.0834321,0.00696641,0.000115548
0.0834374,0.00696729,0.000115388
0.0834337,0.00696667,0.000115167
0.0834399,0.0069677,0.000115054
0.083436,0.00696705,0.000114843
0.0834406,0.00696782,0.000114662
0.0834373,0.00696725,0.000114436
0.0834313,0.00696627,0.000114317
0.0834351,0.00696688,0.000114105
0.0834428,0.00696818,0.000114096
0.0834364,0.00696712,0.000114003
0.0834293,0.00696594,0.000113958
0.0834307,0.00696617,0.000113698
0.0834257,0.00696532,0.000113543
0.083419,0.00696422,0.000113472
0.0834253,0.00696527,0.00011338
0.0834319,0.00696638,0.000113308
0.0834302,0.00696608,0.000113057
0.0834389,0.00696756,0.000113132
0.0834363,0.00696711,0.0001129
0.0834286,0.00696583,0.000112903
0.0834313,0.00696629,0.000112676
0.0834341,0.00696674,0.00011245
0.0834454,0.00696867,0.000112758
0.0834396,0.0069677,0.000112649
0.0834327,0.00696656,0.000112602
0.0834345,0.00696684,0.000112359
0.0834386,0.00696752,0.000112178
0.0834349,0.0069669,0.000111983
0.0834352,0.00696694,0.00011173
0.083433,0.00696655,0.0001115
0.0834264,0.00696547,0.00011144
0.0834262,0.00696542,0.000111189
0.083419,0.00696424,0.000111168
0.0834269,0.00696557,0.000111199
0.0834327,0.00696653,0.000111097
0.083432,0.00696641,0.000110851
0.0834274,0.00696564,0.000110699
0.083423,0.00696489,0.000110544
0.0834227,0.00696484,0.000110299
0.0834146,0.00696349,0.000110356
0.083418,0.00696407,0.000110168
0.0834218,0.00696469,0.00010999
0.0834264,0.00696545,0.000109843
0.0834253,0.00696526,0.000109607
0.0834186,0.00696416,0.00010957
0.0834097,0.00696269,0.000109695
0.0834111,0.0069629,0.000109464
0.0834093,0.00696261,0.000109239
0.0834188,0.00696421,0.000109407
0.0834227,0.00696486,0.000109241
0.0834217,0.00696468,0.00010901
0.083422,0.00696473,0.000108776
0.0834132,0.00696328,0.000108896
0.0834067,0.0069622,0.000108858
0.0833961,0.00696047,0.000109143
0.0833961,0.00696047,0.00010891
0.0833957,0.00696038,0.000108679
0.0833847,0.0069586,0.000108995
0.0833829,0.00695829,0.000108779
0.0833804,0.00695785,0.000108579
0.0833815,0.00695802,0.000108355
0.0833898,0.00695943,0.000108443
0.0833889,0.00695926,0.000108219
0.0833887,0.00695923,0.000107991
0.0833879,0.00695908,0.000107768
0.0833871,0.00695893,0.000107546
0.0833872,0.00695894,0.000107321
0.0833906,0.00695951,0.000107153
0.0833975,0.00696067,0.00010715
0.0833953,0.0069603,0.00010695
0.0833952,0.00696026,0.000106729
0.083392,0.00695972,0.000106556
0.0833859,0.00695872,0.000106507
0.0833862,0.00695875,0.000106288
0.0833913,0.0069596,0.000106192
0.0833902,0.0069594,0.00010598
0.0833882,0.00695907,0.000105781
0.0833935,0.00695994,0.000105695
0.0833924,0.00695976,0.000105485
0.0833885,0.0069591,0.000105343
0.0833961,0.00696038,0.000105398
0.0833968,0.00696049,0.000105187
0.0834072,0.00696227,0.000105488
0.0834003,0.00696113,0.000105499
0.0834054,0.00696198,0.000105407
0.0834056,0.00696201,0.000105196
0.0834077,0.00696235,0.000105006
0.0834036,0.00696166,0.000104878
0.0833953,0.0069603,0.000104994
0.0833942,0.00696011,0.000104791
0.0833953,0.00696028,0.000104589
0.0833914,0.00695963,0.000104454
0.0833884,0.00695912,0.000104291
0.0833908,0.00695952,0.000104113
0.0833936,0.00695997,0.000103945
0.0833909,0.00695952,0.000103774
0.0833888,0.00695916,0.000103592
0.0833936,0.00695995,0.000103499
0.0834002,0.00696106,0.000103504
0.0834041,0.00696172,0.000103377
0.083398,0.00696071,0.000103356
0.0834002,0.00696106,0.000103178
0.0833945,0.00696012,0.000103134
0.0833895,0.00695929,0.000103054
0.0833868,0.00695883,0.000102891
0.0833912,0.00695956,0.000102785
0.0833923,0.00695975,0.000102594
0.0833979,0.00696068,0.000102549
0.0833931,0.00695988,0.000102466
0.0833898,0.00695932,0.000102323
0.0833879,0.00695901,0.000102144
0.0833866,0.00695878,0.000101958
0.0833898,0.0069593,0.000101812
0.083386,0.00695866,0.00010169
0.0833815,0.00695791,0.000101597
0.0833801,0.00695767,0.000101414
0.0833887,0.00695913,0.000101587
0.083384,0.00695835,0.000101503
0.0833834,0.00695824,0.000101314
0.0833789,0.00695749,0.000101221
0.0833808,0.0069578,0.000101049
0.0833752,0.00695688,0.000101015
0.0833734,0.00695656,0.000100843
0.083374,0.00695665,0.000100657
0.083379,0.00695748,0.000100591
0.0833728,0.00695647,0.000100591
0.0833732,0.00695652,0.000100405
0.0833672,0.00695554,0.000100396
0.08337,0.00695599,0.000100248
0.0833759,0.00695699,0.000100242
0.0833746,0.00695675,0.000100067
0.0833821,0.00695803,0.000100165
0.0833876,0.00695895,0.000100132
0.0833919,0.00695968,0.000100044
0.083395,0.00696019,9.99079e-05
0.0833896,0.00695929,9.98721e-05
0.083393,0.00695986,9.97489e-05
0.0833907,0.00695946,9.95943e-05
0.0833878,0.00695897,9.94564e-05
0.0833861,0.00695868,9.92909e-05
0.0833941,0.00696005,9.94365e-05
0.0833935,0.00695993,9.92592e-05
0.0833972,0.00696054,9.91498e-05
0.0833992,0.00696087,9.89914e-05
0.0833947,0.00696013,9.89143e-05
0.0833935,0.00695992,9.87443e-05
0.0833994,0.00696091,9.87453e-05
0.0834025,0.00696143,9.86185e-05
0.0834022,0.00696136,9.84434e-05
0.0834027,0.00696144,9.82698e-05
0.0833974,0.00696056,9.8241e-05
0.0833897,0.0069593,9.83647e-05
0.0833919,0.00695966,9.82151e-05
0.0833914,0.00695956,9.80432e-05
0.0833889,0.00695914,9.79009e-05
0.0833869,0.0069588,9.77491e-05
0.0833857,0.00695859,9.7585e-05
0.0833862,0.00695867,9.74151e-05
0.0833837,0.00695824,9.72767e-05
0.0833893,0.00695919,9.72693e-05
0.0833847,0.00695843,9.72066e-05
0.0833818,0.00695793,9.7083e-05
0.0833811,0.00695781,9.69164e-05
0.0833867,0.00695875,9.69099e-05
0.0833921,0.00695965,9.68901e-05
0.0834005,0.0069611,9.70917e-05
0.0834004,0.00696107,9.69241e-05
0.083404,0.00696167,9.6823e-05
0.0834072,0.00696219,9.6708e-05
0.0834069,0.00696214,9.65422e-05
0.0834084,0.00696238,9.63877e-05
0.0834083,0.00696236,9.62226e-05
0.0834112,0.00696283,9.60996e-05
0.0834164,0.00696371,9.60794e-05
0.0834121,0.00696299,9.60138e-05
0.0834104,0.0069627,9.5865e-05
0.0834029,0.00696147,9.59979e-05
0.0833995,0.0069609,9.58958e-05
0.0833986,0.00696075,9.57371e-05
0.0833913,0.00695955,9.58569e-05
0.0833917,0.00695961,9.56962e-05
0.0833896,0.00695925,9.55586e-05
0.083392,0.00695965,9.54283e-05
0.0833915,0.00695955,9.52696e-05
0.0833944,0.00696003,9.51545e-05
0.0833952,0.00696016,9.49986e-05
0.0833978,0.00696059,9.48769e-05
0.0833941,0.00695996,9.47937e-05
0.0833941,0.00695995,9.46359e-05
0.0833928,0.00695973,9.44875e-05
0.0833946,0.00696002,9.43475e-05
0.0833942,0.00695995,9.4192e-05
0.0833963,0.00696029,9.40595e-05
0.0833991,0.00696076,9.39467e-05
0.0833944,0.00695998,9.39093e-05
0.0833973,0.00696047,9.38009e-05
0.0834008,0.00696105,9.37116e-05
0.0834035,0.00696149,9.35955e-05
0.0833989,0.00696073,9.35533e-05
0.0833997,0.00696084,9.34034e-05
0.0834063,0.00696197,9.34858e-05
0.0834053,0.00696179,9.33392e-05
0.0834044,0.00696163,9.31919e-05
0.0834027,0.00696134,9.30557e-05
0.0834053,0.00696178,9.29429e-05
0.0833974,0.00696048,9.3133e-05
0.0833994,0.00696081,9.30038e-05
0.0833958,0.00696022,9.29209e-05
0.0833976,0.0069605,9.27872e-05
0.0833964,0.0069603,9.26449e-05
0.0833986,0.00696066,9.25215e-05
0.0833964,0.00696029,9.23982e-05
0.083396,0.00696022,9.22513e-05
0.0833926,0.00695964,9.21687e-05
0.0833898,0.00695918,9.20621e-05
0.0833872,0.00695873,9.19546e-05
0.0833891,0.00695904,9.18283e-05
0.0833886,0.00695895,9.1684e-05
0.0833943,0.00695991,9.17173e-05
0.0833974,0.00696043,9.16246e-05
0.0833903,0.00695927,9.17518e-05
0.0833875,0.00695881,9.16491e-05
0.0833914,0.00695945,9.15845e-05
0.0833935,0.00695979,9.14647e-05
0.0833971,0.0069604,9.13942e-05
0.0833988,0.00696067,9.12654e-05
0.0834057,0.00696185,9.13894e-05
0.0834058,0.00696185,9.12466e-05
0.0834046,0.00696165,9.11115e-05
0.083401,0.00696105,9.10401e-05
0.0834007,0.00696098,9.08993e-05
0.0834027,0.00696133,9.07822e-05
0.0834012,0.00696107,9.06538e-05
0.0834041,0.00696154,9.05585e-05
0.0834043,0.00696156,9.04187e-05
0.0834069,0.00696199,9.03164e-05
0.0834127,0.00696298,9.03666e-05
0.0834164,0.0069636,9.03047e-05
0.0834137,0.00696315,9.02061e-05
0.0834113,0.00696273,9.01023e-05
0.0834091,0.00696236,8.99904e-05
0.0834071,0.00696203,8.98737e-05
0.0834063,0.00696188,8.97407e-05
0.0834018,0.00696115,8.97133e-05
0.0834022,0.00696119,8.95772e-05
0.0834075,0.0069621,8.96022e-05
0.0834045,0.00696159,8.95181e-05
0.0834017,0.00696112,8.94267e-05
0.0834003,0.00696088,8.93019e-05
0.0833945,0.00695993,8.93546e-05
0.0833948,0.00695997,8.92203e-05
0.0833933,0.00695972,8.90979e-05
0.0834,0.00696085,8.92111e-05
0.083394,0.00695987,8.92749e-05
0.0833949,0.00696001,8.91453e-05
0.0833961,0.0069602,8.90194e-05
0.0833977,0.00696047,8.89019e-05
0.0833991,0.00696068,8.87793e-05
0.0833984,0.00696057,8.86493e-05
0.083397,0.00696032,8.85294e-05
0.0833921,0.00695952,8.85301e-05
0.0833846,0.0069583,8.87137e-05
0.0833897,0.00695915,8.87261e-05
0.0833877,0.00695882,8.86164e-05
0.0833905,0.00695928,8.8528e-05
0.0833934,0.00695976,8.84444e-05
0.0833967,0.00696031,8.83773e-05
0.083399,0.00696069,8.82759e-05
0.0834038,0.0069615,8.82791e-05
0.0834081,0.00696223,8.8255e-05
0.0834045,0.00696162,8.82007e-05
0.0834073,0.00696209,8.81168e-05
0.0834003,0.00696095,8.8265e-05
0.0833966,0.00696033,8.82156e-05
0.0833944,0.00695996,8.8114e-05
0.083397,0.00696038,8.8023e-05
0.0833972,0.00696042,8.78957e-05
0.0833995,0.0069608,8.77989e-05
0.0834,0.00696087,8.76729e-05
0.083402,0.00696121,8.75706e-05
0.083407,0.00696204,8.75822e-05
0.0834083,0.00696225,8.74659e-05
0.0834066,0.00696197,8.73555e-05
0.0834048,0.00696167,8.72483e-05
0.0833994,0.00696077,8.72917e-05
0.0833998,0.00696083,8.71675e-05
0.0833962,0.00696023,8.71181e-05
0.0833968,0.00696032,8.69958e-05
0.083396,0.00696018,8.68755e-05
0.0833951,0.00696003,8.67561e-05
0.0833921,0.00695953,8.66843e-05
0.0833905,0.00695925,8.65758e-05
0.0833923,0.00695954,8.64709e-05
0.0833904,0.00695923,8.63678e-05
0.0833867,0.0069586,8.63283e-05
0.0833849,0.00695831,8.62242e-05
0.0833837,0.00695809,8.61118e-05
0.0833866,0.00695858,8.60403e-05
0.0833914,0.0069594,8.60568e-05
0.0833887,0.00695894,8.59796e-05
0.0833913,0.00695937,8.58986e-05
0.0833943,0.00695986,8.58284e-05
0.0833937,0.00695977,8.571e-05
0.0833963,0.00696019,8.56278e-05
0.0833985,0.00696056,8.55377e-05
0.0833892,0.00695906,8.59233e-05
0.0833964,0.0069603,8.61085e-05
0.0833905,0.00695933,8.61901e-05
0.0833913,0.00695945,8.6074e-05
0.0833841,0.00695828,8.62593e-05
0.0833858,0.00695856,8.61579e-05
0.0833801,0.00695762,8.62313e-05
0.0833753,0.00695684,8.62427e-05
0.0833758,0.00695692,8.61255e-05
0.0833759,0.00695692,8.60071e-05
0.0833784,0.00695734,8.59267e-05
0.0833751,0.00695679,8.58728e-05
0.0833752,0.00695679,8.57552e-05
0.0833745,0.00695667,8.56407e-05
0.0833708,0.00695606,8.56017e-05
0.0833707,0.00695604,8.5485e-05
0.0833755,0.00695683,8.54988e-05
0.0833714,0.00695616,8.54801e-05
0.0833762,0.00695696,8.54967e-05
0.0833798,0.00695757,8.54584e-05
0.0833799,0.00695759,8.53427e-05
0.0833769,0.00695707,8.52822e-05
0.0833749,0.00695674,8.51897e-05
0.083375,0.00695675,8.50747e-05
0.0833764,0.00695698,8.4972e-05
0.0833784,0.00695731,8.48808e-05
0.0833813,0.00695779,8.4815e-05
0.0833843,0.00695829,8.47548e-05
0.0833884,0.00695898,8.4742e-05
0.0833847,0.00695837,8.47103e-05
0.083386,0.00695859,8.46081e-05
0.0833834,0.00695814,8.45369e-05
0.0833837,0.00695819,8.4425e-05
0.0833901,0.00695927,8.45497e-05
0.0833928,0.00695972,8.44809e-05
0.0833947,0.00696004,8.43899e-05
0.0834011,0.00696113,8.45207e-05
0.083403,0.00696144,8.44298e-05
